issuekey,title,description,storypoint
PF-2670,Settings | Transaction Code | Update Screen,"+Do+

# User can select the “Update Record” option in the search results details.(Action → Update)

+Check+

# By selecting the “Update Record” option, User should navigate to the  update forum in “Transaction Code”.
# The user must be able to update following fields in the Transaction Code forum,

* Description
* Status

   3. After updating the below fields, by selecting the “Update” button, user should be able to get a confirmation message as “Are you sure you want to update the Transaction Code?”

           a. Confirm: User should be able to update the fields.

           b. Cancel: Process will be declined.

  4. If the user provides invalid data, then the user will get a validation message as “Invalid Data Provided”.

  5. The existing Transaction code record can be updated.

  6. Authorized user should have the access to this forum.

  7. The following roles should be created and permissions should be implemented,

* teller-TransactionCode-Update",16
PF-2669,Settings | Transaction Code | View Screen,"+Do+

# Make sure that the user should be able to login into the system and selects the “Settings” option.
# In the Settings, user have to choose the “Transaction Code” option.
# User should be able to search existing transaction code through the following search parameters,

* Code
* Description
* Status

+Check+

# In the first page, the following details of existing Transaction Code will be displayed to the user,

* Code
* Description
* Status

 2. According to the successful search the following details will be displayed to the user,

* Code
* Description
* Status
* Action (Update Record)

3. Authorized user should have access to this forum.

4. The following role should be created and permissions should be implemented,

* teller-TransactionCode-View





           

 ",16
PF-2663,Developing a New Functionality to upload a document for fund transfer creation | Upload Document and View Option,"h3. +*Do:*+

 Option to Upload Documents in Fund Transfer

Options to View and Remove Uploaded Documents in Fund Transfer

Able to upload doc format such as .doc, png, jpeg, PDF

*Should be not Mandatory* 

h3. +*Check:*+

Should able to upload Documents in Fund Transfer

Should able to View and Remove Uploaded Documents in Fund Transfer

User able to upload doc format such as .doc, png, jpeg, PDF

Should be not Mandatory 



!image-20231207-085059.png|width=1428,height=808!",52
PF-2660,Cheque Book Management | Including a new Validation & Message | Pending Cheque Book Process,"h3. +*Do:*+

If the account has *Enabled Cheque book Usage Check* for the account, Check system is getting equal or more than number of cheques under *Unpaid status* through the provided service 

If equal or more Display a popup When Try to Approve a Cheque Book Request with below columns and message *“The Unpaid Cheques are equal or more than the allowed limit”*

* Cheque Book Number
* No of available Leaves 

!image-20231207-102834.png|width=839,height=329!

h3. +*Check:*+

If the account has *Enabled Checkbook Usage Check* for the account, and if getting equal or more number of cheques under unpaid status through the provided service Display Display a popup When Try to Approve a Cheque Book Request with below columns and message *“The Unpaid Cheques are equal or more than the allowed limit”*

* Cheque Book Number
* No of available Leaves 



{color:#ff5630}*Do not Block the Process*{color}",16
PF-2659,Cheque Book Management | Including a new Validation & Message | Request Cheque Book Process - BE,"h3. +*Do:*+

If the account has *Enabled Checkbook Usage Check* for the account, Check system is getting equal or more than number of cheques under *Unpaid status* through the provided service 

If equal or more Display a popup When Try to Request a Cheque Book with below columns and message *“The Unpaid Cheques are equal or more than the allowed limit”*

* Cheque Book Number
* No of available Leaves 

!image-20231207-102834.png|width=839,height=329!

h3. +*Check:*+

If the account has *Enabled Checkbook Usage Check* for the account, and if getting equal or more number of cheques under unpaid status through the provided service Display Display a popup When Try to Request a Cheque Book with below columns and message *“The Unpaid Cheques are equal or more than the allowed limit”*

* Cheque Book Number
* No of available Leaves 



{color:#ff5630}*Do not Block the Process*{color}",8
PF-2654,"Collateral Onboarding | Displaying Reference number instead of Collateral Ref | Collateral Onboarding, Management, Release","{color:#ff5630}*Should Ge*{color}t {{referenceNo}}{color:#ff5630}*as Collateral Ref ID in Whole Module*{color}

h3. +*Do:*+

Display {{referenceNo}} as Collateral Ref ID in the Collateral Onboarding, Management and Release every Processes.

h3. +*Check:*+

{{referenceNo}} Should have display as Collateral Ref ID in the Collateral Onboarding, Management and Release every Processes.

Should be able to Search By Collateral Ref ID in the Collateral Onboarding, Management and Release every Processes.



*UIs need to fix*

*Collateral Onboarding:*

Inspection & Valuation - Search By Customer → Select customer

Legal Opinion - Search By Customer → Select customer

Legal Confirmation

Insurance Details - Search By Customer → Select customer

Document Details - Search By Customer → Select customer

Document Details Approval

Risk Calculation - Search By Customer → Select customer

Pledging Details - Search By Customer → Select customer

Charge Details - Search By Customer → Select customer



*Collateral Management:*

Re-Valuation Dashboard - Total, Pending, Pending Approval, Expired Tabs

Re-Valuation

Re-Valuation Approval

Cancellation

Temporary Block Reversal

Blacklist

Blacklist Approval

Blacklist Reversal

Blacklist Reversal Approval

Block Or Freeze

Block Or Freeze Approval



*Collateral Release:*

ROD Request

ROD Approval

Print Deletion Letter

Cancel Deletion Letter

Branch Acknowledgment

Temporary Release Document Status",32
PF-2650,TD Module | Manage Transaction | External Interest Payment | Feature to allowing Cheque payment in Sprint Nov_2 (Task 02 -PF 1287),,64
PF-2649,TD Module | Manage Transaction | External Interest Payment | Feature to allowing Cheque payment in Sprint Nov_2 (Task 01 -PF 1287),"* This certification should aim to certify the full feature. Not just OCT_3 changes.
* The test scenarios/cases should be long and wide, and should be close to real user workflows as much as possible.
* All or most of these scenarios will be eligible for automation.

*(Needs to clarify with the BA Team)*",48
PF-2648,Account Module | Bulk Statement Printing | Developing a new Functionality in Sprint Nov_2,,8
PF-2647,CASA Reports | New reports and Modifications | Test Cases & Scenarios in Sprint Nove_2,"Only the below reports are tested from this tasks.

* Cheque Leafe Status Report - fixed
* Cheque Book Status Report - fixed
* Cheque Withdrawal Slip - fixed
* Cheque Withdrawal Report

!image-20231206-093809.png|width=987,height=299!

* Note: Cheque Book Request report has already been tested, and has many bugs, since that was rejected to the scrum teams in a separate task: [https://lolcgroupdev.atlassian.net/browse/PF-1918|https://lolcgroupdev.atlassian.net/browse/PF-1918|smart-link]  

",48
PF-2646,Lending Module | Pledging Release for Ongoing Loan & Pledge New Asset | Listing and Estimating All the Development Stories,,8
PF-2645,Lending Module | Pledging Release for Ongoing Loan & Pledge New Asset | Completing UI/UX Design,,12
PF-2644,Lending Module | Pledging Release for Ongoing Loan & Pledge New Asset | Reviewing and Completing the URS 1.0v,,8
PF-2643,Lending Module | Pledging Release for Ongoing Loan & Pledge New Asset | Completing the Initial URS with wireframes,,16
PF-2642,Lending Module | Receipt Creation for Write-off Facilities | Listing and Estimating All the Development Stories,,8
PF-2641,Lending Module | Receipt Creation for Write-off Facilities | Completing UI/UX Design,,8
PF-2640,Lending Module | Receipt Creation for Write-off Facilities | Reviewing and Completing the URS 1.0v,,8
PF-2639,Lending Module | Receipt Creation for Write-off Facilities | Completing the Initial URS with wireframes,,16
PF-2638,Lending Module | Reports | Generate Loan Appraisal Status Report | Listing and Estimating All the Development Stories,,8
PF-2637,Lending Module | Reports | Generate Loan Appraisal Status Report | Reviewing and Completing the URS 1.0v,,8
PF-2636,Lending Module | Reports | Generate Loan Appraisal Status Report | Completing the Initial URS with wireframes,,16
PF-2634,Lending Module | Reports | Expiry Report | Reviewing and Completing the URS 1.0v,,8
PF-2633,Lending Module | Reports | Expiry Report | Completing the Initial URS with wireframes,,16
PF-2632,Lending Module | Listing of Pre-Paid Rentals & Excess Payments | Listing and Estimating All the Development Stories,,8
PF-2630,Lending Module | Listing of Pre-Paid Rentals & Excess Payments | Reviewing and Completing the URS 1.0v,,8
PF-2629,Lending Module | Listing of Pre-Paid Rentals & Excess Payments | Completing the Initial URS with wireframes,,16
PF-2628,PD cheque Deposit inhouse modification – Validation with feature Benefit Item Code | Listing and Estimating All the Development Stories,,8
PF-2627,PD cheque Deposit inhouse modification – Validation with feature Benefit Item Code | Reviewing and Completing the URS 1.0v,,8
PF-2626,PD cheque Deposit inhouse modification – Validation with feature Benefit Item Code | Completing the Initial URS with wireframes,,16
PF-2625,Lending Module | Account GL Entries Inquiry | Listing and Estimating All the Development Stories,,8
PF-2624,Lending Module | Account GL Entries Inquiry | Completing UI/UX Design,,4
PF-2623,Lending Module | Account GL Entries Inquiry | Reviewing and Completing the URS 1.0v,,8
PF-2622,Lending Module | Account GL Entries Inquiry | Completing the Initial URS with wireframes,,16
PF-2616,Link Loan Rescheduling option with Loan Appraisal module | Completing UI/UX Design,,8
PF-2615,Link Loan Rescheduling option with Loan Appraisal module | Reviewing and Completing the URS 1.0v,,8
PF-2614,Link Loan Rescheduling option with Loan Appraisal module | Completing the Initial URS with wireframes,,16
PF-2613,Address Type Mapping | Completing UI/UX Design,,16
PF-2612,Address Type Mapping | Listing and Estimating All the Development Stories,,8
PF-2609,Validate Payment | Validate Payments (Cash / Cheque / Fund Transfer) | UI/UX Design,,6
PF-2607,Master Definitions | Invoice Types | UI/UX Design,,8
PF-2606,Loan Finance | Scheduler Charges Debits for Loans | Listing and Estimating All the Development Stories,,8
PF-2605,Loan Finance | Scheduler Charges Debits for Loans | Completing UI/UX Design,,16
PF-2604,Loan Finance | Scheduler Charges Debits for Loans | Reviewing and Completing the URS 1.0v,,8
PF-2603,Loan Finance | Scheduler Charges Debits for Loans | Completing the Initial URS with wireframes,,16
PF-2600,Master Definitions | Cost Centers | UI/UX Design,,8
PF-2599,Payment Module | Create Payment | Due Invoices for Payments | Due Invoice- UI Design,,6
PF-2596,Master Definitions | Signature Limit Combination | UI/UX Design,,8
PF-2588,Document Template Management | Document Template Creation | UI R & D,,40
PF-2586,Yard Module | Automation Comments Management | Updated location to be sent in the API to fusion,"Do

# Implement log to record the details of each update, including the old and new yard locations, and the date of the update.
# Add the updated yard location and the date in the API call sent to fusion



Check

# Check whether the existing comment gets changed when the update is done successfully in fusionx ensure comments are updated accurately, reflecting the latest yard location and date",12
PF-2583,Account Module | Waive off Charges | Create - Permissions,"h3. +*Do:*+

Create and Implement Permissions for The Waive off Create Screen

h3. +*Check:*+

Waive off create process should able to access and process with permissions",16
PF-2581,Yard Module | Upload Valuation Bulk Wise | Run a match data validation between contract No and Vehicle No,"Do

# Run a data validation check for ""Contract_No"" against ""Vehicle_Reg_No"" to ensure coherence.
# Add a new column named ""Status"" to the page displaying uploaded details.
# Generate a success message if the update was complete.
# Generate an error message if the update was not complete.

h4. Checks:

# Confirm that the system runs a data validation check of ""Contract_No"" against ""Vehicle_Reg_No.""
# Check that the ""Status"" column reflects ""Data match"" or ""Data mismatch"" accordingly.
# Confirm that the ""Save"" button is enabled only if the status of all records is ""Data match.""
# Verify that the system generates the appropriate success or error message based on the completion status of the update.",48
PF-2580,Yard Module | Upload Valuation Bulk Wise | Add a column for Contract No in the excel and the valuation view screen,"Do

# Introduce a new column named ""Contract_No"" in the downloaded Excel format.
# Enable the user to enter details into the Excel sheet, including the new ""Contract_No"" column.
# Enable user to upload the excel with the new added column.
# Add the column in the view screen to capture details of the contract no which was entered in the excel

Checks

#  Ensure a new column is added.
#  Ensure that the column is next to Vehicle no
# Check whether the column placement is correct when viewed on the UI.
",48
PF-2579,Payables | Payment Creation | Story_11 Test Execution  FE,,24
PF-2578,Payables | Payment Creation | Story_10 Update Payment  FE (select invoice screen),,40
PF-2577,Payables | Payment Creation | Story_09 Update Payment  FE (view screen),,40
PF-2576,Payables | Payment Creation | Story_08 Create Payment FE ( select invoice screen),,56
PF-2575,Payables | Payment Creation | Story_07 Create Payment FE ( select supplier screen),,56
PF-2574,Payables | Payment Creation | Story_06 Create Payment FE ( create screen),,56
PF-2571,Authorize Fund Transfer_UI/UX Design,,8
PF-2570,Kenya | Live | Deploy Jasper Reports,,24
PF-2569,XiMbY | UAT | Environment Setup | Schedulers Setup,,24
PF-2568,XiMbY | UAT | Environment Setup | Permissions Setup,,80
PF-2567,Kenya | Live | Add Hoc Testing,,160
PF-2566,Payables | Payment Creation | Story_05 Create Payment  QA,"*DO*

* I should be able to click on the “create” button.
* There should be three categories in Invoice. Which is

Payment Header

Payment Lines

Payment Summary

* Able to select select module name from the LOV.
* Payment Voucher Number should be auto generated.
* User should be able to search supplier.
* After selecting the supplier , supplier code is automatically filled.
* Should be able to select a payee, created under the selected supplier.
* The default payment method of the selected Payee should be displayed.
* If the default payment method is “*CASH*”,Field should be enable to select the Payment Currency
* If the Default Payment Method is “*CHEQUE*”, following fields to be enabled.

* Disbursement Bank Account – Bank account should be able to select which is created in the “Bank Account” master.

The created bank account name should be displayed with the account number

The cheque print should happen from this selected disbursement account

* Bank – The bank should be displayed as per the selected account

-Branch – The branch of the bank should be displayed as per the selected account.

* If the Default Payment Method is “BANK TRANSFER”, following fields to be enabled.
* Disbursement Bank Account – Bank account should be able to select which is created in the “Bank Account” master.

The created bank account name should be displayed with the account number.

The Bank Transfer (Supplier Payment) will initiate from this selected disbursement account.

* Bank – The bank should be displayed as per the selected account
* Branch – The branch of the bank should be displayed as per the selected account
* Remit – to Account – The Payee’s bank account entered in the supplier side should be displayed
* Remit – to Bank Name – The bank should be displayed as per the selected Remit to account
* Remit – to Branch – The branch of the bank should be displayed as per the selected remit to account.

 

* In the payment line section, there should be search filed for select Invoice.
* select invoice pop-up should be displayed.
* able to select the invoices with below search parameters.

-Invoice Number

-Invoice Type

-Invoice date

-Invoice amount

* Also there should be an toggle option to select Due invoices as at today.
* After selecting the invoices, Following details should be displayed according to the selected invoices.

Invoice number

Invoice Type

Invoice Date

Payment Term

Due Date

Invoice Amount

Unpaid Amount

Payment Amount – Should be able to enter the Payment amount going to pay

Discount Amount – User should be able to enter a discount amount that need to be deducted from the payable amount

Remove action

 

* In the payment summary section , following calculation should be displayed in a grid.

|Total Payment amount|The Total of the Payment amount of selected invoices.|
|Total Discount|The Total of entered discounts|
|Total Debit Note Amount|The total of applied debit notes|
|Net Payable Amount|This should be total unpaid amount after deducting total discount amount and applied debit notes|

* There should be save button to create.

 

*Check*

* I should be able to click on the “create” button.
* There should be three categories in Invoice. Which is

Payment Header

Payment Lines

Payment Summary

* Able to select select module name from the LOV.
* Payment Voucher Number should be auto generated.
* User should be able to search supplier.
* After selecting the supplier , supplier code is automatically filled.
* Should be able to select a payee, created under the selected supplier.
* The default payment method of the selected Payee should be displayed.
* If the default payment method is “*CASH*”,Field should be enable to select the Payment Currency
* If the Default Payment Method is “*CHEQUE*”, following fields to be enabled.
* Disbursement Bank Account – Bank account should be able to select which is created in the “Bank Account” master.

The created bank account name should be displayed with the account number

The cheque print should happen from this selected disbursement account

* Bank – The bank should be displayed as per the selected account

-Branch – The branch of the bank should be displayed as per the selected account.

* If the Default Payment Method is “BANK TRANSFER”, following fields to be enabled.
* Disbursement Bank Account – Bank account should be able to select which is created in the “Bank Account” master.

The created bank account name should be displayed with the account number.

The Bank Transfer (Supplier Payment) will initiate from this selected disbursement account.

* Bank – The bank should be displayed as per the selected account
* Branch – The branch of the bank should be displayed as per the selected account
* Remit – to Account – The Payee’s bank account entered in the supplier side should be displayed
* Remit – to Bank Name – The bank should be displayed as per the selected Remit to account
* Remit – to Branch – The branch of the bank should be displayed as per the selected remit to account.

 

* In the payment line section, there should be search filed for select Invoice.
* select invoice pop-up should be displayed.
* able to select the invoices with below search parameters.

-Invoice Number

-Invoice Type

-Invoice date

-Invoice amount

* Also there should be an toggle option to select Due invoices as at today.
* After selecting the invoices, Following details should be displayed according to the selected invoices.

Invoice number

Invoice Type

Invoice Date

Payment Term

Due Date

Invoice Amount

Unpaid Amount

Payment Amount – Should be able to enter the Payment amount going to pay

Discount Amount – User should be able to enter a discount amount that need to be deducted from the payable amount

Remove action

 

* In the payment summary section , following calculation should be displayed in a grid.

|Total Payment amount|The Total of the Payment amount of selected invoices.|
|Total Discount|The Total of entered discounts|
|Total Debit Note Amount|The total of applied debit notes|
|Net Payable Amount|This should be total unpaid amount after deducting total discount amount and applied debit notes|

* There should be save button to create.
*   *Submit*” button should be there to initiate the payment.
* “*Cancel*” Button should be there to clear all the details and navigate to Create Payment page.
* “*Reset*” Button should be there to clear all entered the details.
* After clicking the “Submit” button without entering mandatory details user unable to save it and system should pop up required message under the field. Message “Please enter a value”",24
PF-2565,Kenya | Live | Schedulers Setup,,24
PF-2564,Kenya | Live | Permissions Setup,,40
PF-2563,XiMbY | UAT | Environment Setup | BE and FE deployment,,24
PF-2562,Validate Payment | Validate Payments (Cash / Cheque / Fund Transfer) | URS Re-Writings Review URS 1.2V,,2
PF-2561,XiMbY | UAT | Environment Setup | Initial Data setup sql script execution,,12
PF-2560,XiMbY | UAT | TD and Lending Environment Setup | Initial Data setup sql script creation,We have completed the UAT setup for TD and Lending via this task.,24
PF-2559,XiMbY | UAT | Environment Setup | Deploy Jasper Reports,,24
PF-2558,XiMbY | UAT | Environment Setup | Work Flow Creation,,24
PF-2557,XiMbY | UAT | Environment Setup | Rule Creation,,24
PF-2556,Validate Payment | Validate Payments (Cash / Cheque / Fund Transfer) | URS Re-writing after review.,,8
PF-2554,Settings | Product Definition | Common UI (MAP) | UI/UX design,"

!image-20231205-102015.png|width=50%!

!image-20231205-102034.png|width=452,height=254!",10
PF-2550,Loan Finance | Loan Charges Payable Confirmation | Listing and Estimating All the Development Stories,,8
PF-2549,Loan Finance | Loan Charges Payable Confirmation | Completing UI/UX Design,,18
PF-2548,Loan Finance | Loan Charges Payable Confirmation | Reviewing and Completing the URS 1.0v,,8
PF-2547,Loan Finance | Loan Charges Payable Confirmation | Completing the Initial URS with wireframes,,16
PF-2546,Reports | Naming Conversion for all the reports | Listing and Estimating All the Development Stories,,4
PF-2545,Reports | Naming Conversion for all the reports | Reviewing and Completing the URS 1.0v,,8
PF-2544,Reports | Naming Conversion for all the reports | Completing the Initial URS,,32
PF-2543,TD Module | Enable Tool Tips | Reviewing and Completing the URS 1.0v,,8
PF-2542,TD Module | Enable Tool Tips | Listing and Estimating All the Development Stories,,4
PF-2541,TD Module | Enable Tool Tips | Completing the Initial URS,,16
PF-2539,Home Page | Enable Chat GPT Link | Listing and Estimating All the Development Stories,,4
PF-2538,Home Page | Enable Chat GPT Link | Completing UI/UX Design,,16
PF-2537,Home Page | Enable Chat GPT Link | Completing the Initial URS with wireframes,,8
PF-2524,Lending Module | Write off cancellation | Listing and Estimating All the Development Stories,,8
PF-2522,Lending Module | Write off & Write off cancellation | Processes Review and Gap analysis,To be discussed with [~accountid:5a4f6416b12c7029722bab06] and need to finalize required change.,8
PF-2521,Lending Module | Write off cancellation | Completing the Initial URS with wireframes,,16
PF-2518,Account Maintenance | Contract Approval History Maintenance | Completing UI/UX Design,,8
PF-2515,Account Management | Opening Account | Certificate of Deposit | Completing UI/UX Design (Part 1 - Rework due to Requriment Change),,12
PF-2506,TD Module | Renewal Notice | Listing and Estimating All the Development Stories,,8
PF-2505,TD Module | Renewal Notice | Completing UI/UX Design,,4
PF-2504,TD Module | Renewal Notice | Reviewing and Completing the URS 1.0v,,8
PF-2503,TD Module | Renewal Notice | Completing the Initial URS with wireframes,,16
PF-2500,Account Module | Cheque Discounting (Purchase) | Listing and Estimating All the Development Stories,,8
PF-2499,Account Module | Cheque Discounting (Purchase) | Completing UI/UX Design,,18
PF-2498,Account Module | Cheque Discounting (Purchase) | Reviewing and Completing the URS 1.0v,,8
PF-2497,Account Module | Cheque Discounting (Purchase) | Completing the Initial URS with wireframes,"[^Cheque Discounting (Purchase) V 0.1.docx]

",16
PF-2494,Account Module | MT110 and MT111 Generation | Listing and Estimating All the Development Stories,,8
PF-2492,Project Implmentation | Kenya | CRP 1,,8
PF-2491,Kenya CRP Support,,16
PF-2489,Account Module | Processing Sweep In | Listing and Estimating All the Development Stories,,8
PF-2488,Account Module | Processing Sweep In | Completing UI/UX Design,,16
PF-2487,Account Module | Processing Sweep In | Reviewing and Completing the URS 1.0v,,8
PF-2486,Account Module | Processing Sweep In | Completing the Initial URS with wireframes,,16
PF-2484,Account Module | Slip Less Banking | R & D (Support task),,8
PF-2482,Account Module | Slip Less Banking | Reviewing and Completing the URS 1.0v,,8
PF-2481,Account Module | Slip Less Banking | Registration and Cash deposit URS writing with wireframes,,16
PF-2478,Opening Account | Include Toggle for Cheque Book Usage | Completing UI/UX Design,,8
PF-2477,Cheque Book |  Include the audit Information | Completing UI/UX Design,,6
PF-2476,Legal Module | Include General comments | Completing UI/UX Design,,8
PF-2474,Yard Module | Transport Letter Generation | Story 04 | Approve Transport letter,"Do 

# Design the link in the approval mail to navigate the user to a dedicated UI for approving or rejecting the transport letter
# Implement secure user authentication to ensure that only authorized users with the approval role can access the approval UI..
# Clear options for ""Approve,"" ""Reject,"" and ""Cancel.""
# Include a mandatory comment field for the recovery manager to provide comments regarding the approval decision.
# Automate the update of the transport letter status based on the recovery manager's decision.
# Generate a success message upon successful approval and rejection.
# Enable the printing functionality for the approved transport letter, allowing the user to generate a printable version.







Checks

# Verify that clicking on the link in the approval mail navigates the user to the correct approval UI.
# Confirm that the link parameters correctly identify the specific transport letter
# Ensure that user authentication has access to the approval UI.
# Confirm display buttons work accordingly.
# Check that the comment field is mandatory and functions as intended.
# Verify that the status of the transport letter is automatically updated based on the recovery manager's decision.
# Confirm that the update is reflected in real-time on the main ""Transport Letter"" UI.
# Confirm that the appropriate success message is displayed upon successful approval and rejection.
# Verify that the email notification is sent promptly to the user
# Check that the printing functionality is enabled only for approved transport letters.",32
PF-2473,Yard Module | Transport Letter Generation | Story 03 | Send an automated mail for approval,"Do 

# Entering the transport letter details.
# Adding the approval user
# Confirming the letter

Checks

# All mandatory details should be entered for the letter creation
# Approval user pop up should appear for whom the approval should be sent.
# Confirm that the approval mail is automatically generated upon the successful confirmation of the transport letter by the user.
# Verify that the mail content includes all the required details of the transport letter.
# Ensure that the content is accurate, clear, and provides the necessary information for the recovery manager to make an informed decision.
# Confirm that the link in the email is dynamically generated and leads to a dedicated UI for approval/rejection of the transport letter.
# Ensure that the email notification process is automated and triggers the generation of the approval mail promptly after the user confirms the transport letter.",64
PF-2472,Yard Module | Transport Letter Generation | Story 02 | View and Search already created transport letter,"Do 

# Login and Navigate to the transport letter UI.
# Viewing Existing Transport Letters
# Search for a particular Transport letter
# Selecting a Record from the search results
# Viewing the selected transport letter.



Check

# Verify that users can navigate to the ""Yard"" module and access the ""Transport Letter"" UI.
# Check that the existing transport letters are displayed with the correct details.
# Confirm that the UI allows for easy navigation and includes pagination if needed.
# Ensure the search functionality accurately retrieves records based on vehicle number, contract number, and transport date.
# Search results should be in table form with the required columns.
# Confirm that the search results display relevant records with key details.
# Verify that users can select a record from the search results.
# Check that the selected record details match the information displayed in the search results.
# Confirm that the detailed view of the transport letter displays all relevant information accurately.",40
PF-2460,Invoice Creation | Manage Invoice | UI/UX Design,,8
PF-2451,Account Module | Bulk cash/cheque uploading option via batch Jasper changes,"Do :-

If a user uploads Non-Bank cheque - should park at the “Received cheque deposit” batch

If a user uploads Bank/Clearance House Cheques – should park at the “Outlet Clearance” batch

At the reports->Batch Details with Salary – should add below fields(headers) to the Jasper report

·         Bank, Branch, Cheque Number fields(headers) should add

At the Reports->Batch Details without Salary – should add below fields(header) to the Jasper report

·         Bank, Branch, Cheque Number fields(headers) should add



Check :-

·         Check if selects cash, cash related csv should download and if selects Cheque, cheque related csv should download

·         Check if the added fields are showing data properly.

·         Check the jasper reports",12
PF-2450,Invoice Creation | Debit Memo Issuance | List all Development stories,,8
PF-2449,Payables | Payment Creation | Story_04 Approve Payment,"*Do*

|* After creating or updating the payment, it should be park in the pending tab of the payment voucher creation dashboard.
* I should be able to search payment voucher by below search parameters.
Module
supplier Name
Supplier Code
Payee Name
Payment Voucher Number
Payment Method
* There are three categories in Invoice. Which is
Payment Header
Payment Lines
Payment Summary
+*Payment Header*+
* *Payment Creation details should be displayed with following details.*
Module Should be able to view the module name.
Payment Voucher Number Should be able to view the voucher Number.
 Supplier Should be able to view the supplier name.
Supplier Code Should be able to view the supplier code.
Payee Should be able to view the payee, created under the selected supplier.
The default payment method of the selected Payee should be displayed.
 
If the default payment method is “*CASH*”,
* Selected currency should be displayed.
 
If the Default Payment Method is “CHEQUE”, following fields should be displayed with the added information as follows under the disbursement bank account.
* Bank Account Name
* Account Number
* Bank Name
* Branch Name
 
If the Default Payment Method is “BANK TRANSFER”, following fields should be displayed  with the information.
* Bank Account Name
* Account Number
* Bank Name
* Branch Name
* Remit – to Account
* Remit – to Bank Name
* Remit – to Branch
+Payment Lines+
Invoice Line Grid
 Following details should be displayed according to the selected invoices
* Invoice number
* Invoice Type
* Invoice Date
* Payment Term
* Due Date
* Invoice Amount
* Unpaid Amount
* Payment Amount – Should be able to enter the Payment amount going to pay
* Discount Amount – User should be able to enter a discount amount that need to be deducted from the payable amount
* view action
+Payment Summary+
Total Payment amount
 The Total of the Payment amount of selected invoices.
Total Discount
The Total of entered discounts
Total Debit Note Amount
The total of applied debit notes
Net Payable Amount
 
This should be total unpaid amount after deducting total discount amount and applied debit notes
* There should be field name as “Do you want to approve, reject or return this request?” and that field has predefined values in LOV as follows.
* Approve
* Reject
* Return
 I should be able to select approval action from the above- mentioned field and able to click on the “confirm & Proceed” to confirm the approve or reject.|
| |

*Check* 

* After creating or updating the payment, it should be park in the pending tab of the payment voucher creation dashboard.
* I should be able to search payment voucher by below search parameters.

Module

supplier Name

Supplier Code

Payee Name

Payment Voucher Number

Payment Method

* There are three categories in Invoice. Which is

Payment Header

Payment Lines

Payment Summary

+*Payment Header*+

* *Payment Creation details should be displayed with following details.*

Module Should be able to view the module name.

Payment Voucher Number Should be able to view the voucher Number.

 Supplier Should be able to view the supplier name.

Supplier Code Should be able to view the supplier code.

Payee Should be able to view the payee, created under the selected supplier.

The default payment method of the selected Payee should be displayed.

 

If the default payment method is “*CASH*”,

* Selected currency should be displayed.

 

If the Default Payment Method is “CHEQUE”, following fields should be displayed with the added information as follows under the disbursement bank account.

* Bank Account Name

* Account Number

* Bank Name

* Branch Name

 

If the Default Payment Method is “BANK TRANSFER”, following fields should be displayed  with the information.

* Bank Account Name

* Account Number

* Bank Name

* Branch Name

* Remit – to Account

* Remit – to Bank Name

* Remit – to Branch

+Payment Lines+

Invoice Line Grid

 Following details should be displayed according to the selected invoices

* Invoice number

* Invoice Type

* Invoice Date

* Payment Term

* Due Date

* Invoice Amount

* Unpaid Amount

* Payment Amount – Should be able to enter the Payment amount going to pay

* Discount Amount – User should be able to enter a discount amount that need to be deducted from the payable amount

* view action

+Payment Summary+

Total Payment amount

 The Total of the Payment amount of selected invoices.

Total Discount

The Total of entered discounts

Total Debit Note Amount

The total of applied debit notes

Net Payable Amount

 

This should be total unpaid amount after deducting total discount amount and applied debit notes

* There should be field name as “Do you want to approve, reject or return this request?” and that field has predefined values in LOV as follows.

* Approve
* Reject
* Return

 I should be able to select approval action from the above- mentioned field and able to click on the “confirm & Proceed” to confirm the approve or reject.

* clicking the “Confirm & Proceed” button without selecting the approval, reject or return option user unable to save it and system should pop up required message under the field. Message “Please select an action”",48
