issuekey,title,description,storypoint
PF-4097,Account Module | Processing Sweep In | Account Sweep In - History(Inquiry)," do:   user will navigate to the sweep in inquiry  casa module  > manage account  > view inquiry  > sweep   in inquiry  when user redirect to the history (history available for the approved account sweep requests only) you should be able to see the details under below parameters at the popup screen.  ·         account  ·         sweep type  ·         sweep   in date  ·         sweep   in time  ·         sweep   in amount  sweep type should available, can be  ·         sweep in  ·         sweep out  user should be able to filter details using below parameters  ·         to date  ·         from date  “ back ” button should be there to navigate to previous screen. there should be page navigations  if no any sweeping records system should display an empty message.  data should display for the selected account.   check:   user should be able to see the sweep in and sweep out history  check the filter criteria  check all the data tables  check all the searches  check all the validations",38
PF-4096,Account Module | Processing Sweep In | Account Sweep In - Approved," do:   user should be able to see the added details under below fields in an un editable format,  ·         created date  ·         sweep ref number  ·         description  ·         sweep type  ·         linked account  ·         linked acc min amount limit  ·         max sweep amount  ·         status  should be able to approve or reject while the account confirmation happened.  remarks (comments) should be able to add  should be able to “ approve changes ” or “ reject changes ” the request.  “ previous ” button should be there to navigate to pending approval status change list.   “reject changes”  button should be there to reject all the updated details.  by selecting the “ approve changes ” button should be able to approve the added details via the approve account.''  approved user/date/time should save automatically.      check:   check if the user should be able to approve properly.  should work accordingly to the mapped sweep type check it.  approved data should save successfully.  check all the data tables updated successfully  check all the data fields and text fields at screen  check all the searches  check all the validations",28
PF-4094,Account Module | Processing Sweep In | Account Sweep In - Create New / Update," do:   at the account update section users should be able to create and update the sweep in details.  user should redirect to an account sweep link creation stepper, user should be able to add details under by filling below parameters  ·         description  ·         sweep type  ·         linked account  ·         linked acc min amount limit  ·         max sweep amount  ·         status  sweep types should map from the account sweep type screen.  transactions should happen as below,  set 1:  ·         debit savings accounts (to the extent of shortfall amount ( ))  ·         credit current account (to the extent of shortfall amount ())     set 2:  ·         debit current account (transaction amount)  ·         credit savings account (transaction amount)  set 3:  ·         debit current accounts (to the extent of shortfall amount ( ))  ·         credit current account (to the extent of shortfall amount ())  set 4:  ·         debit current account (transaction amount)  ·         credit current account (transaction amount)  set 5:  ·         or both set 1 and set 2 or set 3 and set 4 combination  linked acc min amount limit should be the amount limit that act as the minimum account amount to receive the sweep amount from the savings account.  max sweep amount should be the amount that indicate as the max limit to get sweeps in to the current account  related account number should already fill for the update.  linked acc should be a drop down to select the accounts that user owned that drop down should be as below (acc number – account type   status),   0000111 – current account   active   if already added details available should display in the relevant fields  should be able to turn on/off the sweeps in by status.  all the fields should be able to update  by selecting the “ submit updates ” button; the user should be able to submit the record.  “ previous”  button should be there to move to the previous account.  user should have permission to log in to the system. if not, validations should fire for the provided information.  if there any ongoing sweep in cases without close. user should not be able to update the sweeps in. and validations should occur “ongoing sweeps in need to close to continue”  data should save successfully.  created/updated   user/date/time should save automatically.      check:   created/ updated data should save successfully.  check if user be able to create/ update properly.  should work accordingly to the mapped sweep type check it.  check if there are any limits set for sweep in sweep out transactions and verify that the system enforces these limits.  confirm that appropriate error messages are displayed, and the system handles errors gracefully without crashing.  test the scenario where the source account has sufficient balance for the sweep in process.  test the scenario where the destination account has enough space for the sweep out process.  ensure that the system allows users to select the source and destination accounts for the sweep process.  check all the data tables updated successfully  check all the data fields and text fields at screen  check all the searches  check all the validations",52
PF-4091,"Account Module | Processing Sweep In | Account Sweep Type – View, Create & Update"," view    do:   once loading the page, user should be able to see the mapped sweep types.  should be able to search sweep type using below search parameters  ·         type name  ·         sweep style  ·         status  at the grid users, be able to see the details under below parameters  ·         code  ·         type name  ·         description  ·         sweep style  ·         priorities od  ·         status  ·         action  view/ update  click on view action user should be able to see the create screen with data in un editable format  there should be records which active and inactive status  the user able to log in to the system via his/her permissions   check:   there should be records which active and inactive status  check if the searches work properly  check the view action view  check the validations     create & update    do:   click on “create new” button and user should redirect to the screen to create an account sweep type. fill below details,  ·         code  ·         sweep type name – text field  ·         description – text field  ·         sweep style – drop down  ·         priorities od – toggle  ·         status – toggle  code should be a 4 digit code alphanumeric  sweep styles should be as below, those should be hardcoded  ·         maintenance  ·         surplus  ·         two way  maintenance (standard sweep)   is when an account balance falls below a predetermined level and needs to get funds from another account to ‘top up’ the balance.  surplus (return sweep)   is when an account has excess funds (again above a certain predetermined limit) and moves the excess into another account.  two way (sweep and return sweep)   this style is simply a maintenance sweep and a surplus sweep in one link. in this case, the maintenance sweep always goes first.  for the process sweeps in transaction code should create “pswi – process sweeps in”, for the transactions.  set 1:  ·         debit savings accounts (to the extent of shortfall amount)  ·         credit current account (to the extent of shortfall amount)     set 2:  ·         debit current account (transaction amount)  ·         credit savings account (transaction amount)  set 3:  ·         debit current accounts (to the extent of shortfall amount ( ))  ·         credit current account (to the extent of shortfall amount (+))  set 4:  ·         debit current account (transaction amount)  ·         credit current account (transaction amount)  set 5:  ·         or both set 1 and set 2 or set 3 and set 4 combination    there should be “save” and “back” button  click on  “update”  action at the main screen user should able to do the changes for all the fields except code.  “ back ” button should be there to navigate to pending approval status change list.   “reset”  button should be there to reset all the added details.  by selecting the “ save ” button; the user gets a confirmation message as “are you sure you want to save the account sweep type?”.  data should save successfully.  created/ updated   user/date/time should save automatically.      check:   created/ updated data should save successfully.  check if user be able to create/ update properly  should work accordingly to the mapped sweep style.  check all the validations",52
PF-4089,Lending Module | Bug Verification & Clearance,nan,48
PF-4083,Supplier Module | Supplier Management | Supplier Integration with Fusion | Test Scenario/case execution and Supplier Module_Supplier Creation & Update Payee Details | Phase 01,",",56
PF-4082,TD Module | Post Activation Cancellation | Sub Product modification Create/View/Update,"do     add a new toggle named ""allow post activation cancellation"" in the sub product creation page.   the toggle should enable/disable two new fields: ""grace period"" and ""period length"" based on user selection.   create a drop down field named ""grace period"" with options: days, months, years.   make this field mandatory when the toggle is enabled.   add a numeric field named ""period length"" that can be increased or decreased with buttons.   make this field non editable until a grace period is selected.   make this field mandatory when the toggle is enabled.   ensure aesthetic marks (asterisks) are visible for mandatory fields.   align the new toggle and fields appropriately in the ui.   enable the ""period length"" field only after selecting a grace period.    checks    verify that enabling the toggle displays the ""grace period"" and ""period length"" fields, and disabling the toggle hides them.   ensure the drop down for ""grace period"" contains the correct options.   verify that it is mandatory when the toggle is enabled.   confirm that the ""period length"" field is non editable until a grace period is selected.   verify that it is mandatory when the toggle is enabled.   check that aesthetic marks are visible for mandatory fields.   verify the overall alignment and appearance of the new toggle and fields.   confirm that the ""period length"" field becomes editable only after selecting a grace period.   verify that the new fields are seamlessly integrated into the existing sub product creation flow.",32
PF-4080,Accounts Module_Alerts Generation | Test scenario/ cases execution (Part 2),nan,32
PF-4079,Accounts Module_Alerts Generation | Test scenario/ cases execution (Part 1), dev    janaka & menuka    email and message format confirmed by bandula.    pre conditions    should break the process.       dormant account process [atdp]   casa transaction => global variable change controller / dormant process controller     direct debit process   [dide]   casa transfer out => global variable change controller / direct debit batch controller     statement generate process   [astg]   casa transaction => global variable change controller / account statement controller     schedule charges apply process   [scap]   casa apply schedule => global variable change controller / schedule charge controller     penal interest apply schedule process   [piap]   casa apply schedule => global variable change controller / penal interest controller,32
PF-4077,Account Module_Standing Order Management | Test scenario/ cases execution,nan,32
PF-4076,TD Module | Alert Management | Alerts Generation | Developing a new Functionality | Test scenario/ cases execution,   interest calculation process   [crin]     interest application process   [tiap]     auto renewal process   [aras]     auto closing process   [mcap]     manual gl process   [mglp] ,48
PF-4073,Onboarding/Management/Release | System Bugs and Enhancements | Change Headers in Collateral Management," do:    change cancellation change as ""asset cancelation""  !image 20240103 033447.pngwidth=1542,height=775!   check:    should have change cancellation change as ""asset cancelation""  should have change blacklist to “asset blacklist “",10
PF-4070,Onboarding/Management/Release | System Bugs and Enhancements | Settings- Collateral Loan Exposure Changes," do:    status should be active inactive  !image 20240103 031545.pngwidth=1547,height=674!  change collateral loan exposure to “ term deposit loan exposure “ and change header also in the settings  !image 20240103 031758.pngwidth=838,height=399!     check    status should be active inactive  first letter should be capital in highlighted words  in the provided image  should have change collateral loan exposure to “ term deposit loan exposure “ and change header also in the settings",22
PF-4069,Teller Definition | Teller Limit Controller Approval | UI/UX Design - Revamp,do  # required ui design for all teller screens except td cheque deposit.  check     2. screens should be designed with the ui/ux standards.,16
PF-4067,Lending Module | Account GL Entries Inquiry | Develop Account GL Entries Section in Account Inquiry - BE & QA," do:    “account gl entries” stepper, latest gl entries for the selected account should display with below details as a table    loan account number   transaction number   transaction date   transaction code – display as (“code”   “name”)   transaction sub code   display as (“code”   “name”)   event or action point   gl transaction no   finance account   display as (“code”   “name”)   finance sub account   display as (“code”   “name”)   debit amount   credit amount  setup search records by searching “transaction” number and filter by “from date” and “to date” based on transaction date of the records.   check:   when selected an account and navigate to the “account gl entries” stepper, latest gl entries for the selected account should display with below details as a table    loan account number   transaction number   transaction date   transaction code – display as (“code”   “name”)   transaction sub code   display as (“code”   “name”)   event or action point   gl transaction no   finance account   display as (“code”   “name”)   finance sub account   display as (“code”   “name”)   debit amount   credit amount  should be able to search records by searching “transaction” number and filter by “from date” and “to date” based on transaction date of the records.  should have credit and debit records for same transaction number and should separate records based on the transaction number in the table.",28
PF-4066,Teller Definition | Teller Limit Controller Approval | CASA Account Cheque Withdrawal | BE DEV and QA,"do  # user should be able to login into the system and selects main teller transactions.     2. in the teller screen, “module” should be selected as “casa” and “operation type” should be selected as “withdrawal”.     3. user should be able to select “type” as “account number”, “identification number”.  check  # inaccordance to the successful search the following details should displayed to the user,    account & customer details   signature   collection details   withdrawal type   cheque leaf number   cheque number   cheque leaf status   currency   cheque date   user reference no   transaction amount   notes   charges   tax  2. after viewing the details, user needs to select data for the “confirmation” field as “authorize” or “reject” through the drop down list.  3. if it’s selected as “rejected”, then “notes” will be a mandatory field.",16
PF-4065,Teller Definition | Teller Limit Controller Approval | CASA Account Cash Withdrawal | BE Dev and QA,"do  # user should be able to login into the system and selects main teller transactions. # in the main teller transactions, user should be able to choose the “teller limit approval” option. # in the  5743|smart link , all the teller transactions (defined teller limit exceeded transactions will be displayed in order to complete the approval process). # in this scenario, it considered that a particular casa module cash withdrawal was exceeded the limit and parked for approval in the “teller limit controller approval” screen. # if the user selects a casa cash withdrawal request, then the user will be navigate to the casa cash withdrawal approval screen.  check  # inaccordance to the successful search the following details should displayed to the user,    approval type   approval person   customer & account details   signature   collection details   withdrawal type   amount type   withdrawal amount   currency   exchange rate   denominations   charges   tax   user reference no   notes  2. in the “confirmation” user have to select data as “authorize” or “reject”, if it’s selected as “reject”, the “remark” will be a mandatory field.",16
PF-4064,Teller Definition | Teller Limit Controller Approval | Lending Cash Withdrawal_Disbursement Payment | BE DEV & BE QA,"do  # user should be able to login into the system and selects main teller transactions.     2. in the teller screen, “module” should be selected as “lending” and “operation type” should be selected as “withdrawal”.     3. user should be able to search by selecting the data for “sub module” field.  check  # inaccordance to the successful search the following details should displayed to the user,    approval type   approval person   loan account details   collection details   withdrawal type   transaction event (disbursement payment)   payee name   currency   payment details   denominations   remark  2. in the “confirmation” user have to select data as “authorize” or “reject”, if it’s selected as “reject”, the “remark” will be a mandatory field.",24
PF-4063,Teller Definition | Teller Limit Controller Approval | Lending Cash Withdrawal_Excess Payment | BE DEV & BE QA,"do  # user should be able to login into the system and selects main teller transactions.     2. in the teller screen, “module” should be selected as “lending” and “operation type” should be selected as “withdrawal”.      3. user should be able to search by selecting the data for “sub module” field.  check  # inaccordance to the successful search the following details should displayed to the user,    approval type   approval person   loan account details   collection details   withdrawal type   transaction event (excess payment)   payee name   currency   payment details   denominations   remark  2. in the “confirmation” user have to select data as “authorize” or “reject”, if it’s selected as “reject”, the “remark” will be a mandatory field.",40
PF-4062,Teller Definition | Telller Limit Controller Approval | Lending Cheque Deposit | BE DEV & BE QA,"do  # user should be able to login into the system and selects main teller transactions.     2. in the teller screen, “module” should be selected as “lending”  and “operation type” should be selected as “deposit”.    3. user have to select the “type” as “loan account number” or “account name” or “identification number”, according to the selected type user have to provide details.  check  # the following details should be displayed to the user,    party type   loan account details   allocation details   deposit type   transaction event   deposit details   currency   bank route number   bank code   branch name   cheque date   cheque number   amount   cheque details  2. after viewing the details user should be able to select data for the “confirmation” field as “accept” or “reject”.  3. if it’s selected as “reject” then “remark” will be a mandatory field.",32
PF-4061,Teller Definition | Teller Limit Controller Approval | Lending Cash Deposit | BE DEV & BE QA,"do  # user should be able to login into the system and selects main teller transactions.     2. in the teller screen, “module” should be selected as “lending” and “operation type” should be selected as “deposit”.    3. user have to select the “type” as “loan account number” or “account name” or “identification number”, according to the selected type user have to provide details.  check  # the following details should be displayed to the user,    party type   product   account name   account number   allocation amount   action (view)   allocation details   deposit type (cash | cheque)   transaction event   currency   currency rate   deposit amount   denominations  2. after viewing the details user should be able to select data for the “confirmation” field as “accept” or “reject”.  3. if it’s selected as “reject” then “remark” will be a mandatory field.",32
PF-4059,Teller Definition | Teller Limit Controller Approval | TD Cash Deposit | BE DEV and QA,"do  # user should be able to login into the system and selects main teller transactions. # in the teller screen, “module” should be selected as “td” and “operation type” should be selected as “deposit”. # user have to select the “type” as “account number” or “account name” or “identification number”, according to it td account cash deposit details will be displayed.  check  # the following details should be displayed to the user,    party type   customer & td account details   customer signature   collection details   deposit type   amount type   deposit amount   currency   exchange rate   denominations   charges   taxes   user reference no   initial deposit   note  2. after viewing the details user should be able to select data for the “confirmation” field as “accept” or “reject”.  3. if it’s selected as “reject” then “remark” will be a mandatory field.",56
PF-4058,Teller Definition | Teller Limit Controller Approval | CASA Account Cheque Deposit | BE Dev and QA,"do  # user should be able to login into the system and selects main teller transactions. # in the main teller transactions, user should be able to choose the “teller limit approval” option. # in the  5743|smart link , all the teller transactions (defined teller limit exceeded transactions will be displayed in order to complete the approval process). # in this scenario, it considered that a particular casa module cheque deposit was exceeded the limit and parked for approval in the “teller limit controller approval” screen. # if the user selects a casa cheque deposit request, then the user will be navigate to the casa cheque deposit approval screen.  check  # the following details should be displayed to the user,    party type   customer & account details   customer signature   collection details   deposit type   deposit details   bank route number   bank code   branch name   cheque date   cheque number   amount   cheque details   charges   taxes   user reference no   initial deposit   note  2. after viewing the details user should be able to select data for the “confirmation” field as “accept” or “reject”.  3. if it’s selected as “reject” then “remark” will be a mandatory field.",16
PF-4057,Teller Definition | Teller Limit Controller Approval | CASA Account Cash Deposit | BE Dev and QA,"do  # user should be able to login into the system and selects main teller transactions. # in the main teller transactions, user should be able to choose the “teller limit approval” option. # in the  5743|smart link , all the teller transactions (defined teller limit exceeded transactions will be displayed in order to complete the approval process). # in this scenario, it considered that a particular casa module cash deposit was exceeded the limit and parked for approval in the “teller limit controller approval” screen. # if the user selects a casa cash deposit request, then the user will be navigate to the casa cash deposit approval screen.  check  # the following details should be displayed to the user,    party type   customer & account details   customer signature   collection details   deposit type   amount type   deposit amount   currency   exchange rate   denominations   charges   taxes   user reference no   initial deposit   note  2. after viewing the details user should be able to select data for the “confirmation” field as “accept” or “reject”.  3. if it’s selected as “reject” then “remark” will be a mandatory field.",16
PF-4040,Payment Module | Payables | Validate Payment  | Payment Voucher Printing,"do  # if the user selects the “approve” option, then in the end of the after choosing the “confirm & proceed” button a pop up should display to the user. ## once proceeding, if the payment method is  cash , user should get a confirmation message as “are you sure you want to print the payment voucher ?”  check  # once proceeding,  #  user should get a confirmation message as “are you sure you want to print the payment voucher?” #  in the pop up there should be two options, “print voucher” and “print later” #  if proceed with “print voucher”, payment voucher should be printed with the following fields, # ·        payment voucher number   payment voucher number should be displayed. ·        paid to   should display the payee name as added in the supplier module ·        on account of   should display the supplier name ·        approved by   person who took the validate action ·        prepared by  one who create the payment voucher #  “print later” option will be covered in a separate epic",52
PF-4039,Payment Module | Payables | Validate Payment | Cheque Printing,"do  # after selecting the “confirm and proceed” button at the end of the page, user will get a confirmation message as “are you sure you want to validate payment?”  # in the confirmation message, if the payment method selected as “cheque”, then “print cheque” option should be available.   check  # by choosing the “print cheque” option,     user should get a confirmation message as “are you sure you want to print the cheque?”   in the pop up there should be two options, “print cheque” and “print later”   if proceed with “print cheque”, another pop up should open to enter cheque details  o   disbursement bank account no. – should display as selected in the payment voucher creation  o   date – indicate the date on which cheque is issued  o   payee name – should display the payee name as added in the supplier module  o   amount – payment amount  o   cheque number – unique identification number of the cheque  o   authorized signature    and should be able to print        “print later” option will be covered in a separate epic",52
PF-4027,FusionX | Homepage | Listing and Estimating All the Development Stories,nan,4
PF-4026,Data Migration | Kenya,data migration activities for keya rehearsal   i,32
PF-4025,TD Module | Interest Rate Maintenance | Bulk Interest Rate Update & Confirmation | Test Scenarios Execution | Sprint_1,nan,24
PF-4024,Account Module | Slip Less Banking | Research Task,nan,16
PF-4016,Account Module | Agent Banking | Planning Agent Banking developments,nan,8
PF-3997,XiMbY | UAT | CASA and COMMON Initial Data setup sql script creation and Yaml modification,nan,24
PF-3982,Account Module | Bulk Account status update service Scheduler - Bulk Account Status Update Service Scheduler - FE," do:    view bulk account status update scheduler history      in the forum user should able to search existing bulk account status update through the following search parameters,  ·         creation date  ·         batch reference number  ·         branch  according to the successful search the following details will be displayed to the user,  ·         creation date  ·         batch reference number  ·         branch  ·         user name  ·         action (view)  by selecting the “view” action user should be able to view the bulk account status update details in the pop up.  the following details will be displayed in the pop up,  ·         creation date  ·         batch reference number  ·         branch  ·         user name  ·         account detail  ·         email notification (active | inactive)  “previous” button in the pop up allow the user to navigate to the view screen.   bulk account status update scheduler create   by selecting the “create new” button in the view screen, user will be navigating to the bulk account status update create screen.  in the forum user needs to select “date” through the calendar.  (only current or future dates can be selected)  “time” can be selected by choosing the clock icon.     with the help of “add account” button a pop up should be displayed to the user.     in the pop up user should be able to search through the following search parameters,  ·         search by customer  ·         search by account      search by customer      in the pop if the user selects the “search by customer” option, then the user should be able to search the existing customer details through the following search parameters,  ·         customer name  ·         customer identification number  ·         customer reference code  ·         customer business registration number     according to the successful search the following details of the selected customer will be displayed to the user,  ·         customer name  ·         customer reference code  ·         dob / business registration number  ·         identification number  ·         kyc status  ·         status  ·         action (select)     by choosing the “select” action, user should be navigated to the “customer account details” forum.  all the accounts available to the selected customer will be displayed in the forum.  “account details” grid include the following fields,  ·         account open branch  ·         account type  ·         account number  ·         status  ·         action (check box)  by marking in the check box, user should be able to select multiple customer accounts.  only the accounts with the same “status” can be selected.  (make sure that user should not be able to select different customer accounts and process same time)   search by account      if the user selects the “search by account” option, then the user should be able to search accounts through “account number” search parameter.     according to the successful search the following details will be displayed to the user,  ·         account open branch  ·         account number  ·         account name  ·         status  ·         action (check box)  by marking in the check box, user should be able to select customer accounts.  user should be able to add multiple accounts in order to change the status through the bulk account status update.  accounts with the same status can be selected at a time.  (example   all the accounts with active can be selected at a time)  data for the “change status into” can be selected through the drop down list.   scenario 1 – if selected accounts are in “active” status   in this scenario, data for “change status into” can be selected as follow,  ·         deactivate pending  ·         block pending  ·         close pending  ·         stop payment pending  ·         dormant pending  if the accounts are in dormant pending status after the confirmation account will be changed into the status of dormant and dormant procedure should be handled separately   scenario 2 – if the accounts are in “deactive” status   in this scenario, we consider that all the selected accounts are in “de active” status, then data for “change status into” can be selected as follow,  ·         reactive pending  ·         close pending         scenario 3 – accounts are in “block” status   in this scenario, consider that all the selected accounts are in “block” status, then data for “change status into” can be selected as,  ·         reactive pending   scenario 4 – accounts are in “close” status   if the selected accounts are in “close” status, then a validation message should display as “accounts are already in close status then not able to process”.  after the account closure, final withdrawal the process should be handled manually.   scenario 5 – accounts are in “dormant” status   in this scenario we consider that the selected are in “dormant” status, then the data for “change status into” can be selected as,  ·         reactive pending     after selecting the “change status into” field, all the selected accounts will be displayed with the selected “status”.  selected accounts will be displayed with the “pending” status, after the confirmation only accounts will be changed to the required status.  “email notification” can be marked through the toggle as “active” or “inactive”.  if it’s selected as “active”, then make sure that email notification should be processed only if it’s already enabled in the customer and account creation.  in order to send email notification, the following conditions should be satisfied,  ·         ensure that in the point of customer creation for the selected accounts “customer email address” should be given.  ·         make sure that while creating the customer accounts also email notification toggle should be enabled.  (if both of these conditions are satisfied, then in the bulk account status update screen if the email toggle is in active, email notification will be sent to relevant customer email address)  if the conditions are satisfied, and email toggle is in “active” status then email charges should be applied.        user should be able to view already created bulk account status update details, through the relevant search parameters.     according to the successful search relevant details should be displayed to the user.     by selecting the “create new” button user should navigate to the create new screen in the bulk account status update.     in the create new screen user needs to provide data for below fields,  ·         date  ·         time  ·         accounts  ·         change status into  ·         email notification     user have to select the accounts with the same status.     based on the “status” of the selected account, data for the “change status into” field will be loaded.     after it, selected accounts will be displayed in the grid with the updated pending status.     after the bulk account status update confirmation only, status of the selected accounts will be changed.   (bulk account status update confirmation should be covered through a separate urs)     “email notification” can be marked as “active” or “inactive” and if it’s selected as “active”, mentioned conditions should be satisfied and then email charges should be applied.     “reset” button allow the user to discard the entered data.     by selecting the “confirm” button in the end of the page, user will get a validation message as “are you sure you want to process for bulk account status update?”     ·         confirm: bulk account service scheduler will be created.  ·         cancel: process will be declined.     after the confirmation, with the provided details selected accounts will be created as a batch and a batch reference number should be generated.     only accounts with the same status can be selected and processed.  according to the selected account “status”, data for the “change status into” can be loaded.  “email notification” can only be sent if the email notification is enabled in the, customer and account creation for the selected accounts.  selected accounts will be changed to the chosen status as a pending status.  after the confirmation record will be created as a batch and a batch reference number should be generated.    if the user selects accounts with different status, then a validation message should be displayed as “cannot process the accounts with different status”.  system should not allow the user to select multiple customer accounts at a same time.    automated and accurate updating of multiple account statuses according to predefined criteria, enhancing operational efficiency and maintaining data integrity.     email notification will be sent to relevant customers only if the conditions are satisfied.     record should be created and status should be displayed as “pending”.     after the bulk status update confirmation only, accounts will be changed into required status.     check:_   check if the searches are working properly  check if the selected accounts are changed for the selected status  check if the set up process runs properly  check if the email notifications sent if the email notifications enabled in the product  check the validations ",56
PF-3980,Account Module | Report | Cheque Book Requests | Sprint_1 | Test scenario/ cases execution,nan,8
PF-3973,Account Module | Lead Management | Display Liabilities in Lead Creation | Sprint_1 | Test scenario/ cases execution,nan,8
PF-3972,Key Person Inactivation | List All Developments | Key person view check QA task,"do:  the user should be able to deactivate the added key person from the particular corporate customer.  after deactivation is done, that key person should not be a popup in the saving / current / td / loan account creation and update options.  before deactivating system should populate in which product this person mapped as a popup.  check;  check if there is a active/inactive button for the user to do so  check if the status is changed to inactive the table is populated with the necessary details (all the products that is linked )of the person  check if the key person appears in saving/current/td loan account creation and update option",16
PF-3969,Account Module | Credit Appraisal | Display Liability Information in Appraisal |  Sprint_1 | Test scenario/ cases execution,nan,16
PF-3957,TD Module | Renewal Notice | Listing and Estimating | Initiating Screen Back End Task," do:     need to consider the maturity date of the account when initiating the notice and the no of days mentioned in the alert event (event code: reno)   if the “auto renewal” toggle is on in the account details stepper, customer able to get a sms or email “dear customer, your term deposit (term deposit number: 00022020202) will be renewed on (maturity date).   if the “auto renewal” toggle is off in the account details stepper and but if customer enabled the renewal notice facility, customer able to get a sms or email as “dear customer, your term deposit (term deposit number: 00022020202) will be matured on (maturity date).   check:   check if the auto renewal option works (toggle) if ,  # toggle on check if the the account details stepper, customer able to get a sms or email “dear customer, your term deposit (term deposit number: 00022020202)    will be renewed on (maturity date). # toggle off check if the account details stepper and but if customer enabled the renewal notice facility, customer able to get a sms or email as “dear customer, your term deposit (term deposit number: 00022020202) will be matured on (maturity date).",60
PF-3952,Onboarding/Management/Release | System Bugs and Enhancements | Add “Approval Status” column in Asset Creation," do:   !image 20240102 091215.png|width=1920,height=928!  add “approval status” column in account creation   update option should only available for ““approval status” approved records   check:   should available approval status of the asset",18
PF-3947,Authnex testing,nan,8
PF-3946,Authnex Implementation,nan,48
PF-3938,BulkDirectDebit - Remove Fund reservation and hadle with hold balance,nan,40
PF-3937,"LoanDisbursement, LoanDisbursementOut - Remove Fund reservation and handle with hold balance",nan,40
PF-3933,Account Module | Setting up Internal Accounts | CASA Account Creation Modification, do:    should available turn off toggle button for “customer account” for create internal account. – in default toggle should be in the “on” status.  created sub products should available based on the  mapped branch availability of the sub product and login branch.   user can create internal account be using relevant bank/ branch as corporate customer and selecting the product and sub product with account type as “internal”.  only eligible branch should be allowed for internal account creation and when  account activation  and   account confirmation list → account approve  should check officer and branch eligibility both  (for internal accounts only)    (for check officer eligibilty need to check login user’s designation with mapped officer eligibility  > officer type) .    check:    should available turn off toggle button for “customer account” for create internal account. – in default toggle should be in the “on” status.  created sub products should available based on the  mapped branch availability of the sub product and login branch.   user can create internal account be using relevant bank/ branch as corporate customer and selecting the product and sub product with account type as “internal”.  only eligible branch should be allowed for internal account creation and when  account activation  and   account confirmation list → account approve  should check officer and branch eligibility both  (for internal accounts only) ,52
PF-3932,Account Module | Setting up Internal Accounts | CASA Sub product Modification," do:    add “internal” account type in the dropdown  when selected the “internal” account type should available dropdown to select “internal account type” as below    suspense account   control account   clearing account   other  if not mapped  officer eligibility and branch eligibility, should restrict to select those eligibility templates for “internal” account type.  in the sub product approval should display account type and internal account type details.   check:    should available “internal” account type in the dropdown  when selected the “internal” account type should available dropdown to select “internal account type” as below    suspense account   control account   clearing account   other  if not mapped  officer eligibility and branch eligibility, should restrict to select those eligibility templates for “internal” account type.  in the sub product approval should display account type and internal account type details.",28
PF-3930,Payment Creation | UI | UX Design,do  # ui design should be completed according to all mentioned scenarios in the payment creation urs. # design a clear and intuitive user flow for creating a payment within the application. # include necessary input fields for payment details.  check  # design should be completed with ui/ux standards. # ensure the design is consistent with the rest of the application and follows established design patterns.,16
PF-3913,Auth0 - Kenya Live Implementation,nan,16
PF-3908,Account Module | Bulk Account status update service Scheduler - Bulk Account Status Update Service Scheduler - UI /UX Design,nan,8
