issuekey,title,description,storypoint,split_mark
BAM-6934,Discrepancy in time estimations in a single-job chain between job and chain,nan,2,train
BAM-6957,Job/Chain Name duplication throws exception,"my project name: aaaa  my chain name: aaaa    in one instance i tried to update an existing job to have the name aaaa.  i got a validation error. i should theoretically be able to name my plan like this shouldn't i?    during an attempt to reproduce the above behaviour, i tried to create a new job with the name aaaa.  this submitted successfully.  however now i get a whole bunch of other exceptions:      20100930 10:17:41,755 error [1638360365@qtp11961219306] [fiveohoh] 500 exception was thrown.  org.springframework.dao.incorrectresultsizedataaccessexception: query did not return a unique result: 2    org.springframework.orm.hibernate.sessionfactoryutils.converthibernateaccessexception(sessionfactoryutils.java:590)    org.springframework.orm.hibernate.hibernateaccessor.converthibernateaccessexception(hibernateaccessor.java:353)    org.springframework.orm.hibernate.hibernatetemplate.execute(hibernatetemplate.java:375)    org.springframework.orm.hibernate.hibernatetemplate.execute(hibernatetemplate.java:337)    com.atlassian.bamboo.plan.planhibernatedao.getplanbyname(planhibernatedao.java:83)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:39)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:25)    java.lang.reflect.method.invoke(method.java:597)      the getplanbyname method only looks at the project name and plan name in the build table.  and hence will return both the chain and the job.     so we need to either  a) prevent people from creating jobs with the same name as a plan (though this behaves the opposite to how we handle the keys)  b) fix the getplanbyname method, and any other use cases which die because of the duplication.",2,train
BAM-6969,VariableSubstitutionBean cannot be used in V2 plugins,"any plugin that requires variable substitution via the variablesubstitutionbean has to be a v1 plugin because the vsb is not exposed to v2 plugins.    this was discovered during: https:/studio.plugins.atlassian.com/browse/bpbc41    emails were exchanged regarding this as well:    mark chai:    the vsb is a prototype scoped bean so it can't be made available in osgi.    i'm not 100% sure if it has to be a prototype (it does access the adminconfigmanager but doesn't seem to cache anything).     if you have bamboo building from source, you could try to switch the prototype flag off on the application context definition and plugin:available=""true"" and see if that works.    jonathan doklovic (response):    i just updated the applicationcontextcommon.xml inside of bambooagent core within the container that amps uses.  removed the prototype scope and added plugins:available=""true"".      this has no effect. when i run my plugin, the vsb still does not get injected into my action.  :(  http:/   ",3,train
BAM-7010,Allow import of Plans from Maven poms stored in Mercurial repositories,"currently bamboo allows out of the box import of pom.xml from cvs/perforce/subversion.  with mercurial support in place, mercurial should be added to the list of repositories available for plan import.",5,train
BAM-7024,Apparent deadlock in Axis,"we had one of our builds hang, at a point where it was running a functional test against bamboo.    it looks like there might be a deadlock within bamboo, but it's not totally obvious to me what's going on. i'm attaching the log with a thread dump at the end.",2,train
BAM-7048,Reports for tests don't have any data points,issue reported in https:/support.atlassian.com/browse/bsp 3259,8,train
BAM-7058,Hide file filter pattern options when configuraing job repository,these options are only used for change detection.  so should not be configurable at the job level.,1,train
BAM-7059,Quiet Period and Max Retries Should be hidden for jobs,this only relates to change detection ,1,train
BAM-7081,Invalid Build log artifact URL in REST reponse,"/rest/api/latest/build/?expand=artifacts.artifact returns an url to build log, which does not exist (response is a chain)",1,train
BAM-7200,Add admin action that will blow away all Mercurial cache directories.,"    currently if i change the repo url, then the cache is effectively ""orphaned"" and can't be cleared through plan view.  ",5,train
BAM-7218,Maven 3.0 or 3.x Builder,"hi all,    it would be nice if i would have the possibility to add a maven 3.x (or maven 3.0) builder.  when i want to build with maven 3 i have to choose maven 2.x or maven builder.  that's not nice ;(    regards,  florian",1,train
BAM-7228,Stop build on dashboard when multiple builds redirects to plan page,stopping a single build from the dashboard happens async. you stay on the dashboard.  if there are multiple builds running you get the dialog.  after confirming deletion you get redirected to the plan page.  you should return to the dashboard instead,1,train
BAM-7231,Errors not showing up on result summary page,"  the jobresulterror is showing on the job and chain summary page, but not on the chain result or job result page.  both results are ""not built""",1,train
BAM-7236,Bulk Actions wizard has sorting issues,"in the second/third/fourth step of bulk action, the chains are grouped at the top, and jobs grouped at the bottom.  the jobs should be grouped underneath their respective chain.",1,train
BAM-7237,Bulk Action change svn info should indicate if a job is inheriting its parents,"you should still be able to bulk edit jobs to something new.  but, in the preview list showing existing config, it should show either just (e.g.) ""inheriting information from parent"" or still show the url but e.g. in brackets next to it show (inherited).",1,train
BAM-7260,Mercurial is instantly triggering another build right after the initial build.,"creating new plan (enabled) triggers initial build. mercurial plugin will instantly trigger another build (if configured to poll repository for the changes)   because it thinks last revision was 'null'.    how to reproduce:  1) just create a plan using valid mercurial repository, enable it (during creation), set 'poll repository for changes' for example to 10s  2) wait till first build (initial) finishes  3a) instantly second build will be triggered (showing all the changesets from the repository root)  3b) where i expected the build won't be triggered until new commits will be pushed to that repository",1,train
BAM-7275,Cannot load x64 wrapper dll on Windows XP x64,nan,1,train
BAM-7291,Web repository isn't validating when configuring Plan.,"giles gaskell (at bamboo dev2 chatroom, 11/08/2010):    btw  just out of interest for the docs  when configuring the 'common repository configuration' options of an existing plan or job, i am able to select the option 'mercurial web repository' in the 'web repository' field for plan. however, this option is not available when configuring the equivalent field for a job.  is there a reason for that? or is this a bug?  does anyone have an answer as to why the 'mercurial web repository' option is not available when configuring a job? (whereas it is for a plan)  aha  i see what the issue is  when you're configuring a plan, the 'web repository' field does not appear to be validating your selected repository and the 'mercurial web repository' option appears no matter what repository type you select.      chai:    ah okay. that sounds like a bug      giles:    yeah  i thought so  fyi  the job configuration page appears to be working okay in this regard.          worth investigating. maybe it's a mercurial web repository issue itself. maybe not.",1,train
BAM-7299,${system.PATH} or ${system.ALLUSERSPROFILE} variables are not being replaced, i have a builder argument that uses $ but now it is not being replaced by the %allusersprofile% environment variable   i also add extra paths to the default path environment variable using the following      path=$;tools/bin      but the $ variable is also not being replaced,2,train
BAM-7316,Mail Server can't get the SMTP or JNDI values if the server is Tested before Saving it,"if the mail server is tested (""test"" button is clicked) before being saved (""save"" button is clicked), the following stack is reported:      version: 2.7  build: 2100  build date: 05 nov 2010    system.error.request.information:  request url: http:/domain:8085/admin/savemailserver.action  scheme: http  server: domain  port: 8085  uri: /admin/savemailserver.action  context path:  servlet path: /admin/savemailserver.action  path info:  query string:  stack trace:    java.lang.nullpointerexception: name is null  at java.lang.enum.valueof(unknown source)  at com.atlassian.bamboo.ww2.actions.admin.mail.configuremailserver$mailsetting.valueof(configuremailserver.java:25)  at com.atlassian.bamboo.ww2.actions.admin.mail.configuremailserver.validate(configuremailserver.java:88)  at com.opensymphony.xwork.interceptor.defaultworkflowinterceptor.dointercept(defaultworkflowinterceptor.java:154)  at com.atlassian.bamboo.ww2.interceptors.bambooworkflowinterceptor.dointercept(bambooworkflowinterceptor.java:33)  at com.opensymphony.xwork.interceptor.methodfilterinterceptor.intercept(methodfilterinterceptor.java:86)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.validator.validationinterceptor.dointercept(validationinterceptor.java:116)  at com.atlassian.bamboo.ww2.interceptors.bamboovalidationinterceptor.dointercept(bamboovalidationinterceptor.java:33)  at com.opensymphony.xwork.interceptor.methodfilterinterceptor.intercept(methodfilterinterceptor.java:86)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.jsonvalidationinterceptor.intercept(jsonvalidationinterceptor.java:78)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.webwork.interceptor.fileuploadinterceptor.intercept(fileuploadinterceptor.java:174)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.i18ninterceptor.intercept(i18ninterceptor.java:151)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.globaladmininterceptor.intercept(globaladmininterceptor.java:21)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.security.acegi.intercept.web.webworksecurityinterceptor.intercept(webworksecurityinterceptor.java:55)  at com.atlassian.bamboo.security.acegi.intercept.web.webworksecurityinterceptorproxy.intercept(webworksecurityinterceptorproxy.java:30)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.paginationawareinterceptor.intercept(paginationawareinterceptor.java:81)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.statisticsawareinterceptor.intercept(statisticsawareinterceptor.java:42)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.resultslistawareinterceptor.intercept(resultslistawareinterceptor.java:45)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.buildresultssummaryawareinteceptor.intercept(buildresultssummaryawareinteceptor.java:66)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.resultssummaryawareinteceptor.intercept(resultssummaryawareinteceptor.java:67)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.chainawareinterceptor.intercept(chainawareinterceptor.java:110)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.atlassian.bamboo.ww2.interceptors.planawareinterceptor.intercept(planawareinterceptor.java:71)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.interceptor.exceptionmappinginterceptor.intercept(exceptionmappinginterceptor.java:186)  at com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)  at com.opensymphony.xwork.defaultactionproxy.execute(defaultactionproxy.java:116)  at com.opensymphony.webwork.dispatcher.dispatcherutils.serviceaction(dispatcherutils.java:274)  at com.opensymphony.webwork.dispatcher.filterdispatcher.dofilter(filterdispatcher.java:202)  at com.atlassian.bamboo.ww2.bamboofilterdispatcher.dofilter(bamboofilterdispatcher.java:30)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)  at com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)  at com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.opensymphony.module.sitemesh.filter.pagefilter.parsepage(pagefilter.java:118)  at com.opensymphony.module.sitemesh.filter.pagefilter.dofilter(pagefilter.java:52)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.opensymphony.webwork.dispatcher.actioncontextcleanup.dofilter(actioncontextcleanup.java:88)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)  at com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)  at com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.bamboo.filter.accesslogfilter.dofilter(accesslogfilter.java:66)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at org.acegisecurity.util.filterchainproxy$virtualfilterchain.dofilter(filterchainproxy.java:265)  at org.acegisecurity.providers.anonymous.anonymousprocessingfilter.dofilter(anonymousprocessingfilter.java:125)  at org.acegisecurity.util.filterchainproxy$virtualfilterchain.dofilter(filterchainproxy.java:275)  at com.atlassian.bamboo.filter.seraphloginfilter.dofilter(seraphloginfilter.java:66)  at org.acegisecurity.util.filterchainproxy$virtualfilterchain.dofilter(filterchainproxy.java:275)  at org.acegisecurity.util.filterchainproxy.dofilter(filterchainproxy.java:149)  at org.acegisecurity.util.filtertobeanproxy.dofilter(filtertobeanproxy.java:98)  at com.atlassian.bamboo.filter.bambooacegiproxyfilter.dofilter(bambooacegiproxyfilter.java:25)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.bamboo.filter.licensefilter.dofilter(licensefilter.java:73)  at com.atlassian.core.filters.abstracthttpfilter.dofilter(abstracthttpfilter.java:31)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.johnson.filters.abstractjohnsonfilter.dofilter(abstractjohnsonfilter.java:72)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.seraph.filter.securityfilter.dofilter(securityfilter.java:219)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.seraph.filter.baseloginfilter.dofilter(baseloginfilter.java:140)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)  at com.atlassian.plugin.servlet.filter.delegatingpluginfilter$1.dofilter(delegatingpluginfilter.java:66)  at com.atlassian.oauth.serviceprovider.internal.servlet.oauthfilter.dofilter(oauthfilter.java:69)  at com.atlassian.plugin.servlet.filter.delegatingpluginfilter.dofilter(delegatingpluginfilter.java:74)  at com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:42)  at com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)  at com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at org.springframework.orm.hibernate.support.opensessioninviewfilter.dofilterinternal(opensessioninviewfilter.java:170)  at com.atlassian.bamboo.persistence.bamboosessioninviewfilter.dofilterinternal(bamboosessioninviewfilter.java:31)  at org.springframework.web.filter.onceperrequestfilter.dofilter(onceperrequestfilter.java:75)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.planetj.servlet.filter.compression.compressingfilter.handledofilter(compressingfilter.java:203)  at com.planetj.servlet.filter.compression.compressingfilter.dofilter(compressingfilter.java:193)  at com.atlassian.bamboo.filter.compressingfilter.dofilter(compressingfilter.java:69)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.bamboo.filter.requestcachethreadlocalfilter.dofilter(requestcachethreadlocalfilter.java:31)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)  at com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)  at com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at org.springframework.web.filter.characterencodingfilter.dofilterinternal(characterencodingfilter.java:96)  at org.springframework.web.filter.onceperrequestfilter.dofilter(onceperrequestfilter.java:75)  at org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)  at org.mortbay.jetty.servlet.servlethandler.handle(servlethandler.java:378)  at org.mortbay.jetty.security.securityhandler.handle(securityhandler.java:216)  at org.mortbay.jetty.servlet.sessionhandler.handle(sessionhandler.java:181)  at org.mortbay.jetty.handler.contexthandler.handle(contexthandler.java:765)  at org.mortbay.jetty.webapp.webappcontext.handle(webappcontext.java:417)  at org.mortbay.jetty.handler.handlerwrapper.handle(handlerwrapper.java:152)  at org.mortbay.jetty.server.handle(server.java:324)  at org.mortbay.jetty.httpconnection.handlerequest(httpconnection.java:535)  at org.mortbay.jetty.httpconnection$requesthandler.headercomplete(httpconnection.java:865)  at org.mortbay.jetty.httpparser.parsenext(httpparser.java:539)  at org.mortbay.jetty.httpparser.parseavailable(httpparser.java:212)  at org.mortbay.jetty.httpconnection.handle(httpconnection.java:404)  at org.mortbay.jetty.bio.socketconnector$connection.run(socketconnector.java:228)  at org.mortbay.thread.queuedthreadpool$poolthread.run(queuedthreadpool.java:520)  ",1,train
BAM-7360,Git Repo should work with gitosis,so bamboo user can at plan configuration pass an ssh keyfile with passphrase and jgit will talk to remote repository correctly.,2,train
BAM-7365,Remove delayed changeset detection from Mercurial,"if i use mercurial repository and choose ""delay changeste detection' option then i will have ""unknown changes"" listed under ""changes"" tab. however, after complete build those placeholder changes should be swapped with real changesets. this is not occuring.    edit: remove this functionality from mercurial repository. see comments below",1,train
BAM-7366,ManualBuildTriggerReason.getUserName() returns null.,"i've been trying out the artifactory bamboo plugin.  the plugin currently fails with a null pointer exception caused by manualbuildtriggerreason.getusername() returning null.    i've filed a bug report and suggested workaround at jfrog, but i think the root cause is probably a bamboo bug.  https:/issues.jfrog.org/jira/browse/bap 26        http:/docs.atlassian.com/bamboo/2.7/com/atlassian/bamboo/v2/build/trigger/manualbuildtriggerreason.html#getusername()",2,train
BAM-7368,Confirm/Fix Plan Navigation For Configuration,where should you get taken when moving between plan and job within the configuration pages.  currently it works like this  1) if there is an equivalent tab take you to that tab  2) when moving to the chain (with no equiv) it takes you to the stages tab  3) when moving to the job (with no equiv) it take you to whatever tab you have saved in the cookie    alternatives   replace #3 always taking you to the builder tab of the job.    replace #2 and #3 to take you to the plan/job details page.   replace #2 to also take you to the cookied page.   replace #1 and #2 to always take you to the cookied page.,2,train
BAM-7404,Ensure that tabs for Plans and Jobs are consistent,"in the result summary section we should ensure that the tabs that are common between for plans and jobs are in the same order.     in the configuration, we should ensure that the tabs that are common between plans and jobs have the same name (e.g. source repository)    ",2,train
BAM-7408,Decimal-Point missing in Clover integration,"when showing the ""clover code coverage summary"" page the coverage is multiplied by 10 (ok, may be a feature : ) ). see attached screenshot 1.    when opening the clover artifact the coverage is ok (29.1 % to 291%). ",1,train
BAM-7410,Mercurial quiet period,mercurial is missing quiet period support (bam 1178).,2,train
BAM-7413,bamboo sent emails  containing unreadable info,"i am a eastasian user, and i setup my bamboo server to send email after every completed build. however, there's unreadable part in the email, like the following:    [info] compilation failure  \...\iskcontrolfacadeimpl.java:[50,38]     findnairebycustomertype(java.lang.string)      i googled for this issue, and i get the following info:    it's a bamboo's bug. the utf8 charset parameter's missing in htmlpart.setcontent method  in com.atlassian.bamboo.notification.transports/multipartemailtransport.class:    htmlcontent = notification.gethtmlemailcontent();  if(stringutils.isnotblank(htmlcontent))        is that true? how can i solve the problem?    thanks!",2,train
BAM-7432,Overwrite Existing Data option is not effective ,"the overwrite existing data from the db setup installation step is not being completely effective. data is not deleted and after the admin user creation step, the installation process fails when it tries to create db entries that already exist.    it should also be tested with other dbs (not only mysql).",2,train
BAM-7436,Git Repository should properly detect code has changed on arbitrary branch,i was testing git on 'master' branch. i should test if it work on other branches as well. probably this works already. however we need to write up some tests.,1,train
BAM-7437,Git repo should use shallow clones instead of full clones.,"currently we use full clones during:   collecting changes, on bamboo server   code retrieval, on agents, during performing build    in both cases we don't need the whole history, so if it is possible we should do shallow clones.     shallow clones are not implemented in jgit yet.    also  both server and agents should be able to fetch afterwards properly. corner test case:   detecting new rev a > add to queue   detecting new rev b (grandchild of a) > add to queue (concurrent builds are on)   agent > takes rev b, does shallow clone on it (so it won't have rev a)   agent > takes rev a, does fetch  in such case agent should somehow obtain rev a",5,train
BAM-7441,Initial Git build should ignore history in 'changes' tab.,instead of showing 10 753 changeset.  see:   git repository should behave as other (cvs/svn) repositories with regard to first build.,1,train
BAM-7442,Git repository should recover from failures during checkout.,like in other repositories  if something fail during code checkout/fetch then git repository should try to recover  in worst case remove working directory and clone remote repository from scratch.    p.s. watch out for lock files in .git directory (they lock 'checkout' operation)   teamcity had problem with that too afaik.,1,train
BAM-7448,Git Repository should work on remote agents,ensure it does!   remote agent   elastic one,1,train
BAM-7452,Investigate whether shallow clones (Git Repo) are fast enough,before supporting shallow clones we would like to confirm that shallow clones are enough for us. so that we do not find out down the track that they are actually slow and we need caches on agents nevertheless.,1,train
BAM-7454,Importing Git Repository from maven,"like in other scm's, like hgrepository",2,train
BAM-7469,Plan Navigator - general progress bar improvements,i believe that plan was to not show the progress bar for the currently selected job.    if we do want to show it we need to make sure the text is readable (currently text is white on light blue background),1,train
BAM-7471,Ignore compatibility mode not working in IE8 (breaking breadcrumbs),the new character used for breadcrumbs seems to show twice in ie8.    ,2,train
BAM-7476,Change dashboard plan result keys to #buildNumber,nan,1,train
BAM-7483,Test basic Maven artifact passing workflow works with remote agents,nan,2,train
BAM-7484,Test basic Maven artifact passing workflow works with elastic agents,we need to change the command decorator to use the tunnel if available.,2,train
BAM-7485,Implement disk space management for maven artifact passing,https:/extranet.atlassian.com/display/bamboo/mavenartifactpassing#mavenartifactpassing diskspacemanagement,3,train
BAM-7486,implement artifact sharing for maven ,https:/extranet.atlassian.com/display/bamboo/mavenartifactpassing#mavenartifactpassing artifactsharing    only implementing simple groupid/artifactid selection and not choosing from a list of produced artifacts (latter requires dependency tracing).,5,train
BAM-7500,errors while checkout/clone should fail the build in Git Plugin,http:/tardigrade.sydney.atlassian.com:8085/bamboo/browse/gpideamasterjob1 1    the error during code checkout should fail the build i reckon. investigate what is the problem.,1,train
BAM-7501,Drop down menu is 'transparent',nan,1,train
BAM-7503,BuildManager still used in core Bamboo functionality,"i've found some error messages in tardigrade logs about build failures of builds that seemed to be completed just fine.    following that, i've found that buildmanager is still used in some places in bamboo, causing problems with some of the functionality. for example, buildcompletedeventlistener operates on buildables but uses buildmanager for build key validation.  this which never works, since valid job keys are not valid build keys   effectively disabling the buildcompleted plugins.    there are not that many places that use buildmanager, about half of them are old upgradetasks. this should be fixed, and potentially backported to 2.7 too (since it breaks plugins in a way that cannot be fixed by developers).  ",2,train
BAM-7507,Create Plan Level Result Log Tab,"to make it easier to navigate to the logs, we should offer a plan level log tab which provides a summary table with links to the individual job log pages as well as a link to download the job log files from the plan level log page.  ",2,train
BAM-7517,Handle subscriptions for Job move across stages,nan,2,train
BAM-7531,Remove pre-2.0 upgrade tasks and provide protection against upgrade from pre 2.0 version,"krystian:  in the history of bamboo we had several versions which were required to be used to upgrade to the newer version. ie. to upgrade from bamboo 1.0 to bamboo 2.1 you need to execute upgrades to 1.1.2, 1.2 and 2.0.  the latest of this ""milestoneupgrade"" versions is 2.0. this is why i propose to drop all the upgrade tasks which were introduced by pre2.0 versions. the main benefit would be dropping the last usages of old and usually deprecated apis  according to https:/extranet.atlassian.com/pages/viewpage.action?pageid=636158922 it means all pre 801 upgrade tasks (18 of them)    przemek:   make it impossible to use new bamboo version to upgrade from build number of pre2.0.x version.  that check should have been included in 2.0.x anyway...    marek:  1, those upgrade tasks are in sources too long. for historical stuff we got subversion    anton:  yes, if we do this, bamboo must lockup upon starting if it detects that it is being brought up against a version which is before 2.0.  we should also stop the user importing xml backups from pre 2.0 versions.  in all these cases the user should be given a very clear error message and no data should be changed.  can i ask why do you bring this up now? what caused you to do this? if we do this, will this simplify some other work we need to do for 3.0?  how long will the work of stopping a pre 2.0 upgrade/import take?    krystian:  adding protection against upgrade/import from pre2.0 version is rather simple and would require ~4h of work (including testing).  i'm bringing this now cause last week przemek has spotted a small bug which was caused by internal use of deprecated api (buildmanager). i thought that releasing 3.0 is a good moment to drop this (and maybe other) legacy apis which were deprecated in 2.7 and previous versions.  a lot of uses of deprecated api is buried in old upgrade tasks which led to idea i presented in my original email.  this will probably not simplify other work for 3.0 but has a potential to help us find forgotten usages of legacy code that should have been updated some time ago.",1,train
BAM-7555,Ensure we only show 100 changes in Git Repository and display skipped amount (for 3.0),... and mention in the interface that only the first 100 are shown if there are more than 100 changes.,1,train
BAM-7593,Ability to stop a queued job via action menu,for stop button for a job in the action menu only shows up when the job is actually running not while it is queued.  it should show while its queued.    the fix needs to ensure that the button doesn't show up when the job's stage hasn't been kicked off yet.,1,train
BAM-7599,Fix Bulk Edit Administration Screen,the bulk edit screen is pretty broken right now. we will need to fix this up before we release 3.0.     http:/tardigrade.sydney.atlassian.com:8085/bamboo/admin/choosebulkaction.action,3,train
BAM-7602,Support for include/exclude files in Git Repository,abstactrepository implements includeexcludeawarerepository interface so the git plugin should handle that.,1,train
BAM-7619,Import/Export of Audit Logs,nan,2,train
BAM-7626,Support Bitbucket repositories,"currently we support any mercurial repository, but it would be great if we could specifically support bitbucket and make it easier to setup new plans using the bb api.    the underlying infrastructure would be the same as for mercurial. however, the setup would provide a bitbucket option in addition or as part of the mercurial repository and allow for retrieving the users repositories and branches.     specification  https:/extranet.atlassian.com/display/bamboo/bitbucketsupportspec  ",5,train
BAM-7628,Remove Build Queue Report ,"since it's not working right now (bam 7557), we should remove the report from the ui. once we've fixed it, we will add it again. ",1,train
BAM-7630,Stage Configuration UX Update,"the stages configuration requires some ux changes to make it easier to use:     make the job name link to the edit job configuration   remove the configuration dropdown (and link)   add separate ""disable"" and ""delete"" links instead of the dropdown   replace ""add job"" with a button and move to the right",2,train
BAM-7631,Fix Test Case Overview Page UI,we need to clean this page up... at least a little bit:     remove the big colour box   use the same key value layout we use on the summary   move the stats below the table   make the top right stats look the same as the plan summary stats (once we have them)    http:/tardigrade.sydney.atlassian.com:8085/bamboo/browse/bamfcdep/test/case/148635675    ,2,train
