issuekey,title,description,storypoint,split_mark
APSTUD-4722,Create stand-alone project so JSParser can be run from the command-line outside of Eclipse,our current implementation of our js parsing infrastructure does not allow the parser to be run outside of eclipse. we need to extract the minimal set of classes that will decouple our implementation from eclipse and allow the parser to be run from the commandline. this code and any scaffolding should live in a separate repository.,13,train
APSTUD-4723,Integrate stand-alone JSParser into Eclipse infrastructure,"once our jsparser can run standalone, we need to replace our current implementation. ideally, the standalone code can be contained within an eclipse project with an ant script that also builds the code for stand alone use.",20,train
APSTUD-4724,Not to show validation warning on empty HTML script tag with src attribute,"currently for the following code in html,      /  /      each line will show a validation warning on trimming empty the empty script tag, but in these cases, the tag should not be considered empty since the src attribute is taking the place of inline code, and removing the lines would cause issues.  ",5,train
APSTUD-4725,HttpFileStore.toLocalFile() fails to cache remote file if parts of local cache directory are already present,"# create a new httpfilestore pointing to http:/  # call tolocalfile() on it  # find the path it saved to on disk  # re call tolocalfile() again. it should fail given that the path it cached to already exists (in my case, the http folder was already there)",8,train
APSTUD-4726,Improve error messages in Outline view when external content is invalid,"steps to reproduce:    # create a new html file  # add the following content:    /  /    # expand each of the nodes in the outline  ## ""cannot recover from syntax error""  ## ""unable to resolve file""    for both error messages, it writes them out to the log file as errors. they should instead be trace messages, and in both cases, they should contain the file trying to be read to make diagnosis easier.",5,train
APSTUD-4727,XML: StringIndexOutOfBoundsException: String index out of range in OpenTagCloser.getOpenTag(),"unfortunately not a repo case, but should be guarded against in code and a unit test added.      !entry org.eclipse.ui 4 0 20120413 16:34:06.939  !message unhandled event loop exception  !stack 0  java.lang.stringindexoutofboundsexception: string index out of range: 0    java.lang.string.charat(string.java:686)    com.aptana.editor.xml.opentagcloser.getopentag(opentagcloser.java:286)    com.aptana.editor.xml.opentagcloser.verifykey(opentagcloser.java:93)    org.eclipse.swt.custom.styledtextlistener.handleevent(styledtextlistener.java:65)    org.eclipse.swt.widgets.eventtable.sendevent(eventtable.java:84)    org.eclipse.swt.widgets.display.sendevent(display.java:3783)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1375)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1398)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1383)    org.eclipse.swt.widgets.widget.notifylisteners(widget.java:1195)    org.eclipse.swt.custom.styledtext.handlekeydown(styledtext.java:5957)    org.eclipse.swt.custom.styledtext$7.handleevent(styledtext.java:5656)    org.eclipse.swt.widgets.eventtable.sendevent(eventtable.java:84)    org.eclipse.swt.widgets.display.sendevent(display.java:3783)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1375)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1398)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1383)    org.eclipse.swt.widgets.widget.sendkeyevent(widget.java:1412)    org.eclipse.swt.widgets.control.inserttext(control.java:1831)    org.eclipse.swt.widgets.canvas.inserttext(canvas.java:245)    org.eclipse.swt.widgets.display.windowproc(display.java:5073)    org.eclipse.swt.internal.cocoa.os.objcmsgsend(native method)    org.eclipse.swt.internal.cocoa.nsresponder.interpretkeyevents(nsresponder.java:56)    org.eclipse.swt.widgets.composite.keydown(composite.java:587)    org.eclipse.swt.widgets.display.windowproc(display.java:4985)    org.eclipse.swt.internal.cocoa.os.objcmsgsendsuper(native method)    org.eclipse.swt.widgets.widget.callsuper(widget.java:220)    org.eclipse.swt.widgets.widget.windowsendevent(widget.java:1959)    org.eclipse.swt.widgets.shell.windowsendevent(shell.java:2025)    org.eclipse.swt.widgets.display.windowproc(display.java:5047)    org.eclipse.swt.internal.cocoa.os.objcmsgsendsuper(native method)    org.eclipse.swt.widgets.display.applicationsendevent(display.java:4589)  org.eclipse.swt.widgets.display.applicationproc(display.java:4666)    org.eclipse.swt.internal.cocoa.os.objcmsgsend(native method)    org.eclipse.swt.internal.cocoa.nsapplication.sendevent(nsapplication.java:115)    org.eclipse.swt.widgets.display.readanddispatch(display.java:3281)    org.eclipse.ui.internal.workbench.runeventloop(workbench.java:2640)    org.eclipse.ui.internal.workbench.runui(workbench.java:2604)    org.eclipse.ui.internal.workbench.access$4(workbench.java:2438)    org.eclipse.ui.internal.workbench$7.run(workbench.java:671)    org.eclipse.core.databinding.observable.realm.runwithdefault(realm.java:332)    org.eclipse.ui.internal.workbench.createandrunworkbench(workbench.java:664)    org.eclipse.ui.platformui.createandrunworkbench(platformui.java:149)    com.aptana.rcp.ideapplication.start(ideapplication.java:125)    org.eclipse.equinox.internal.app.eclipseapphandle.run(eclipseapphandle.java:196)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.runapplication(eclipseapplauncher.java:110)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.start(eclipseapplauncher.java:79)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:369)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:179)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:39)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:25)    java.lang.reflect.method.invoke(method.java:597)    org.eclipse.equinox.launcher.main.invokeframework(main.java:620)    org.eclipse.equinox.launcher.main.basicrun(main.java:575)    org.eclipse.equinox.launcher.main.run(main.java:1408)  ",5,train
APSTUD-4728,NPE in MarkerManager.removeMarker(),unfortunately no repo case. markermanager also needs unit tests (class is about 400 lines)      !entry com.aptana.editor.php 4 0 20120420 15:39:00.026  !message (build 3.0.3.1333568321) [error]  php parser error  !stack 0  java.lang.nullpointerexception    com.aptana.core.internal.resources.markermanager.removemarker(markermanager.java:169)    com.aptana.core.internal.resources.uniformresourcemarker.delete(uniformresourcemarker.java:53)    com.aptana.core.resources.markerutils.deletemarkers(markerutils.java:95)    com.aptana.editor.php.internal.core.builder.buildproblemreporter.updatemarkers(buildproblemreporter.java:128)    com.aptana.editor.php.internal.core.builder.buildproblemreporter.access$0(buildproblemreporter.java:99)    com.aptana.editor.php.internal.core.builder.buildproblemreporter$1.run(buildproblemreporter.java:84)    org.eclipse.core.internal.resources.workspace.run(workspace.java:2344)    com.aptana.editor.php.internal.core.builder.buildproblemreporter.flush(buildproblemreporter.java:89)    org2.eclipse.php.internal.core.ast.nodes.ast.flusherrors(ast.java:244)    com.aptana.editor.php.internal.parser.phpparser.parse(phpparser.java:153)    com.aptana.parsing.parserpoolfactory.doparse(parserpoolfactory.java:286)    com.aptana.parsing.parserpoolfactory.parse(parserpoolfactory.java:244)    com.aptana.editor.php.internal.ui.editor.phpsourceeditor.getast(phpsourceeditor.java:178)    com.aptana.editor.common.abstractthemeableeditor$3.run(abstractthemeableeditor.java:1256)    org.eclipse.swt.widgets.runnablelock.run(runnablelock.java:35)    org.eclipse.swt.widgets.synchronizer.runasyncmessages(synchronizer.java:135)    org.eclipse.swt.widgets.display.runasyncmessages(display.java:3938)    org.eclipse.swt.widgets.display.readanddispatch(display.java:3615)    org.eclipse.ui.internal.workbench.runeventloop(workbench.java:2701)    org.eclipse.ui.internal.workbench.runui(workbench.java:2665)    org.eclipse.ui.internal.workbench.access$4(workbench.java:2499)    org.eclipse.ui.internal.workbench$7.run(workbench.java:679)    org.eclipse.core.databinding.observable.realm.runwithdefault(realm.java:332)    org.eclipse.ui.internal.workbench.createandrunworkbench(workbench.java:668)    org.eclipse.ui.platformui.createandrunworkbench(platformui.java:149)    com.aptana.rcp.ideapplication.start(ideapplication.java:125)    org.eclipse.equinox.internal.app.eclipseapphandle.run(eclipseapphandle.java:196)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.runapplication(eclipseapplauncher.java:110)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.start(eclipseapplauncher.java:79)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:344)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:179)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:39)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:25)    java.lang.reflect.method.invoke(method.java:597)    org.eclipse.equinox.launcher.main.invokeframework(main.java:622)    org.eclipse.equinox.launcher.main.basicrun(main.java:577)    org.eclipse.equinox.launcher.main.run(main.java:1410)  ,13,train
APSTUD-4729,CoreException: Opening file for read failed,"unfortunately no repo case. at the very least, we should write out:    [error] unable to read from file . connection timed out.    we should write out a similar message if writing to a file fails.      !entry com.aptana.ui 4 0 20120419 11:58:57.804  !message   !stack 1  org.eclipse.core.runtime.coreexception: opening file for read failed    com.aptana.filesystem.ftp.internal.ftpconnectionfilemanager.readfile(ftpconnectionfilemanager.java:809)    com.aptana.core.io.vfs.baseconnectionfilemanager.openinputstream(baseconnectionfilemanager.java:215)    com.aptana.core.io.efs.virtualfile.openinputstream(virtualfile.java:135)    com.aptana.core.io.efs.syncutils.copy(syncutils.java:85)    com.aptana.ide.ui.io.internal.uniformfilestoreeditorinputfactory.tolocalfilestore(uniformfilestoreeditorinputfactory.java:109)    com.aptana.ide.ui.io.internal.uniformfilestoreeditorinputfactory.getuniformeditorinput(uniformfilestoreeditorinputfactory.java:68)    com.aptana.ide.ui.io.navigator.actions.editorutils$1.run(editorutils.java:69)    org.eclipse.core.internal.jobs.worker.run(worker.java:54)  caused by: java.net.sockettimeoutexception: connect timed out    java.net.plainsocketimpl.socketconnect(native method)    java.net.plainsocketimpl.doconnect(plainsocketimpl.java:351)    java.net.plainsocketimpl.connecttoaddress(plainsocketimpl.java:213)    java.net.plainsocketimpl.connect(plainsocketimpl.java:200)    java.net.sockssocketimpl.connect(sockssocketimpl.java:432)    java.net.socket.connect(socket.java:529)    com.enterprisedt.util.proxy.plainsocket.createplainsocket(plainsocket.java:112)    com.enterprisedt.util.proxy.streamsocketfactory.getconnectedsocket(streamsocketfactory.java:60)    com.enterprisedt.net.ftp.pro.proftpclient.connect(proftpclient.java:195)    com.aptana.filesystem.ftp.internal.ftpconnectionfilemanager.connectftpclient(ftpconnectionfilemanager.java:143)    com.aptana.filesystem.ftp.internal.ftpconnectionfilemanager.initandauthftpclient(ftpconnectionfilemanager.java:158)    com.aptana.filesystem.ftp.internal.ftpconnectionfilemanager.readfile(ftpconnectionfilemanager.java:782)   ... 7 more  !subentry 1 com.aptana.filesystem.ftp 4 0 20120419 11:58:57.805  !message opening file for read failed  !stack 0  java.net.sockettimeoutexception: connect timed out    java.net.plainsocketimpl.socketconnect(native method)    java.net.plainsocketimpl.doconnect(plainsocketimpl.java:351)    java.net.plainsocketimpl.connecttoaddress(plainsocketimpl.java:213)    java.net.plainsocketimpl.connect(plainsocketimpl.java:200)    java.net.sockssocketimpl.connect(sockssocketimpl.java:432)    java.net.socket.connect(socket.java:529)    com.enterprisedt.util.proxy.plainsocket.createplainsocket(plainsocket.java:112)    com.enterprisedt.util.proxy.streamsocketfactory.getconnectedsocket(streamsocketfactory.java:60)    com.enterprisedt.net.ftp.pro.proftpclient.connect(proftpclient.java:195)    com.aptana.filesystem.ftp.internal.ftpconnectionfilemanager.connectftpclient(ftpconnectionfilemanager.java:143)    com.aptana.filesystem.ftp.internal.ftpconnectionfilemanager.initandauthftpclient(ftpconnectionfilemanager.java:158)    com.aptana.filesystem.ftp.internal.ftpconnectionfilemanager.readfile(ftpconnectionfilemanager.java:782)    com.aptana.core.io.vfs.baseconnectionfilemanager.openinputstream(baseconnectionfilemanager.java:215)    com.aptana.core.io.efs.virtualfile.openinputstream(virtualfile.java:135)    com.aptana.core.io.efs.syncutils.copy(syncutils.java:85)    com.aptana.ide.ui.io.internal.uniformfilestoreeditorinputfactory.tolocalfilestore(uniformfilestoreeditorinputfactory.java:109)    com.aptana.ide.ui.io.internal.uniformfilestoreeditorinputfactory.getuniformeditorinput(uniformfilestoreeditorinputfactory.java:68)    com.aptana.ide.ui.io.navigator.actions.editorutils$1.run(editorutils.java:69)    org.eclipse.core.internal.jobs.worker.run(worker.java:54)  ",5,train
APSTUD-4730,Aptana ignores changes in .gitignore files.,"aptana ignores changes in .gitignore file. if i add names of changed files to .gitignore, aptana still markes them as dirty. workspace refresh doesn't help. the only thing that helps is to stage files and then unstage them.    ps: not sure, but as i remember this happens on mac too.",8,train
APSTUD-4731,Files outside of projects do not get validated by jsLint,"since the last update to 2.0.1.20120413205313042012205605, js files that are opened  and are not part of a titanium project   do not get validated by jslint. if you open a js file that is in a project and make an error, the error appears straight away.  the same is not true for files outside projects, they don't get validated at all.    to test    # create a new js file on your desktop. ensure that jslint validation is on in preferences  # add the following content:     function test1()     # drag the file from the desktop into the editor area of studio to open it (or open it via the file menu or local filesystem node)  # in 3.0.9, you will be warned about the duplicate assignment of a. in 3.1.1, the validation doesn't happen.",13,train
APSTUD-4732,Add support for @-moz-document to the CSS outline,"create a new css file and use the following content:      @mozdocument urlprefix()   }      open the outline view and you will see an entry for @mozdocument. this is a new node type and as such, it does not have an icon. we also probably want to show only ""@mozdocument"" as the label. it looks like the children may need icons as well",8,train
APSTUD-4733,Add support for formatting of @-moz-document in CSS,create a new empty css file and add the following content:      @mozdocument urlprefix()   }      format the file. this results in:      @mozdocument urlprefix()   }      @mozdocument is a new node type (as well as csslist). the formatter will need to support these nodes types as well.,8,train
APSTUD-4734,Task markers should be recognized on word boundaries only,"it looks like our current task detection mechanism looks for raw strings instead of looking for words. for example, if i have the following in a js file:      / todoc: document this  var xyz = 10;      we show a todo task for that comment. i verified in jdt and they recognize whole words. we should do the same.",3,train
APSTUD-4737,Building workspace hangs forever on file save,"after updating to aptana studio 3, build: 3.1.1.201204131931, i immediately started experiencing the issue where ""building workspace"" would hang forever upon each file save.  a particular file i was editing was a php file (.php) and/or a php template file (.tpl).  unfortunately, before ""building workspace"" operation is completed, i am not able to save the file.  since the mentioned operation never completes, the files in the editor will never get saved.  i've checked ""[x] save automatically before build"" in workspace preferences, and it lets me save the file first time, but consequent saves fail since the ""building workspace"" operation occurs right after file save and is stuck indefinitely.    attached is the screens shot demonstrating the issue.",8,train
APSTUD-4738,"PHP constants defined in define() statements outside of a class, but included, cannot be CTRL-clicked to locate the source of the definition","i used to work with zend studio where it was possible to go to the definition for constants using hyperlinking ""ctrl+click"" (as for functions, vars, etc.) i switched to aptana studio 3.0 and customized my way well except on this point. does anyone knows if it's possible to manage php constants in aptana the same way as with zend studio?  originally from stackoverflow: http:/stackoverflow.com/questions/8658594/movetothedefinitionforphpconstantsinaptana    steps to reproduce:  1. create two php files in the same php project:    file a.php:  <?php  class testclass     file b.php:  <?php  testclass::testconst1;      2. hold ctrl and hovering over the testconst1 in b.php.  3. click link.     actual result: no link appears.  expected result: clicking that link opens a.php on line 3.",8,train
APSTUD-4743,Autosync does not sync deleted files,"i have setup an autosync with sftp for deployment and it works.      if i create a file / folder locally, it creates the file/folder on the remote system as well.   if i delete the file, it does not get deleted on the server.",8,train
APSTUD-4745,Improve behavior for validating JIRA login,"when validating the user's credentials for the jira login, clicking validate behaves a little odd: the validate button stays blue, and then a couple seconds later we get a beach ball.     maybe we need to run the process outside the ui and then react when we get the result?   also, the error message when it fails is a little obtuse since it shows the exception name   we can probably handle the specific case of bad credentials with a custom message?    once we've validated the user's information, we should remove the username/password field",8,train
APSTUD-4746,Update find toolbar to reflect new layout and add resize support,the layout of the actions needs to be updated to reflect the spec: https:/wiki.appcelerator.org/display/guides2/multilinesearchand+replace    the height of the toolbar needs to be adjustable,13,train
APSTUD-4747,Add history support to the find bar,"add a dropdown menu action for both the find and replace multi line text boxes. the items in the dropdown will be the last 5 used text values. upon selecting a value, it is used to replace the contents in the corresponding text box",13,val
APSTUD-4748,Add Search scope action to find toolbar,"search action has a dropdown menu that specifies the scope of the search. if the scope is anything other than 'current file', then it will trigger a search. this provides a quick way of executing a search across multiple files.    the items in the dropdown are as follows:    search current file  current file  search open files  search opened editors  search enclosing project  search across the project that contains the targeted file  search workspace  search the entire workspace    new icons is also needed for the scopes:  current file (file icon)  open files (multiple file icon)  enclosing project (project icon)  workspace (globe icon)",13,val
APSTUD-4749,Add multi-line support to find text boxes,update the find toolbar ui to include multi line text boxes. update the text box to insert new line characters when ctrl+enter is entered,5,val
APSTUD-4750,Perform multi-line find when enter/find is issued,"when performing the search, convert new lines and spaces into an appropriate regular expression and perform the search",5,val
APSTUD-4752,"Intermittent ""squiggly"" artifacts from removed warnings/errors in syntax coloring","after the changes from apstud 4684, there are sometimes leftover single character ""squiggly"" artifacts from old errors/warnings. i was unable to reproduce under a debugger, and this only happens intermittently for me. it appears to possibly be a timing issue.",5,val
APSTUD-4753,Create multi-line search tab,add a tab to the search dialog that performs multi line searches,13,val
APSTUD-4754,Add multi-line text boxes and search history,nan,8,val
APSTUD-4755,"Add ""Opened Editors"" scope to the search page",nan,8,val
APSTUD-4756,Unable to reliably disable syntax validation,"# ensure preferences > studio > validation > css > css syntax validation is on  # open a new css file  # paste in ""body {""  # it should show as a syntax error  # go to preferences, and turn off syntax validation    note that the error above persists. you can do the same thing inside javascript.    note that i was able to turn off validation, restart studio, edit the css file and save it, and the error went away...so somehow validation can be turned off.",13,val
APSTUD-4757,Add support for specific not() syntax in CSS,"from normalize.css (https:/raw.github.com/necolas/normalize.css/master/normalize.css)    it appears there are at least two syntaxes we don't currently support, but should:      audio:not([controls])     svg:not(:root)       both return ""unexpected token ':'"" (or '[')",13,val
APSTUD-4758,Improve header and add icon for JIRA ticket submission,"as seen in attached image, when submitting a ticket, it's not clear what the user is actually being asked to do    # get some sort of wizard image  # submit a ticket to appcelerator  # add the text at the top: ""we encourage you to file issues or enhancements into appcelerator's issue tracker. please fill out as much information below as possible to allow us to better assist you.""  # don't start validation until the user has actually typed something  # if it's a bug, they need to specify severity  # once a bug has been filed, do we open the bug in a browser? how can they go amend their description?      no. 5 is updated to allowing user to specify priority instead.",8,val
APSTUD-4762,java.lang.IllegalArgumentException: Index out of bounds in LineBackgroundPainter.paint(),found in a log file:      !entry com.aptana.editor.common 4 0 20120421 11:39:45.488  !message (build 3.0.3.1333576469) [error]  index out of bounds  !stack 0  java.lang.illegalargumentexception: index out of bounds    org.eclipse.swt.swt.error(swt.java:4263)    org.eclipse.swt.swt.error(swt.java:4197)    org.eclipse.swt.swt.error(swt.java:4168)    org.eclipse.swt.custom.styledtext.getoffsetatline(styledtext.java:4346)    org.eclipse.jface.text.jfacetextutil.getpartialtopindex(jfacetextutil.java:103)    org.eclipse.jface.text.source.overviewruler$widgetinfos./(overviewruler.java:356)    org.eclipse.jface.text.source.overviewruler.dopaint(overviewruler.java:753)    org.eclipse.jface.text.source.overviewruler.doublebufferpaint(overviewruler.java:669)    org.eclipse.jface.text.source.overviewruler.redraw(overviewruler.java:890)    org.eclipse.jface.text.source.overviewruler.access$2(overviewruler.java:880)    org.eclipse.jface.text.source.overviewruler$internallistener.textchanged(overviewruler.java:81)    org.eclipse.jface.text.textviewer.updatetextlisteners(textviewer.java:2824)    org.eclipse.jface.text.textviewer.invalidatetextpresentation(textviewer.java:3467)    com.aptana.editor.common.extensions.linebackgroundpainter.paint(linebackgroundpainter.java:137)    org.eclipse.jface.text.paintmanager.paint(paintmanager.java:298)    org.eclipse.jface.text.paintmanager.selectionchanged(paintmanager.java:337)    org.eclipse.jface.viewers.viewer$2.run(viewer.java:164)    org.eclipse.core.runtime.saferunner.run(saferunner.java:42)    org.eclipse.ui.internal.jfaceutil$1.run(jfaceutil.java:49)    org.eclipse.jface.util.saferunnable.run(saferunnable.java:175)    org.eclipse.jface.viewers.viewer.fireselectionchanged(viewer.java:162)    org.eclipse.jface.text.textviewer.fireselectionchanged(textviewer.java:2732)    org.eclipse.jface.text.textviewer.selectionchanged(textviewer.java:2711)    org.eclipse.jface.text.textviewer$4.widgetselected(textviewer.java:1830)    org.eclipse.swt.widgets.typedlistener.handleevent(typedlistener.java:240)    org.eclipse.swt.widgets.eventtable.sendevent(eventtable.java:84)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1258)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1282)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1267)    org.eclipse.swt.widgets.widget.notifylisteners(widget.java:1061)    org.eclipse.swt.custom.styledtext.sendselectionevent(styledtext.java:8035)    org.eclipse.swt.custom.styledtext.clearselection(styledtext.java:1710)    org.eclipse.swt.custom.styledtext.setselection(styledtext.java:9478)    org.eclipse.swt.custom.styledtext.updateselection(styledtext.java:10186)    org.eclipse.swt.custom.styledtext.handletextchanged(styledtext.java:6206)    org.eclipse.swt.custom.styledtext$6.textchanged(styledtext.java:5615)    org.eclipse.jface.text.defaultdocumentadapter.firetextchanged(defaultdocumentadapter.java:347)    org.eclipse.jface.text.defaultdocumentadapter.documentchanged(defaultdocumentadapter.java:291)    org.eclipse.jface.text.abstractdocument.dofiredocumentchanged2(abstractdocument.java:760)    org.eclipse.jface.text.abstractdocument.dofiredocumentchanged(abstractdocument.java:736)    org.eclipse.jface.text.abstractdocument.dofiredocumentchanged(abstractdocument.java:721)    org.eclipse.jface.text.abstractdocument.firedocumentchanged(abstractdocument.java:796)    org.eclipse.jface.text.projection.projectiondocument.firedocumentchanged(projectiondocument.java:777)    org.eclipse.jface.text.abstractdocument.replace(abstractdocument.java:1191)    org.eclipse.jface.text.abstractdocument.replace(abstractdocument.java:1210)    org.eclipse.jface.text.projection.projectiondocument.replace(projectiondocument.java:629)    org.eclipse.jface.text.defaultdocumentadapter.replacetextrange(defaultdocumentadapter.java:248)    org.eclipse.swt.custom.styledtext.modifycontent(styledtext.java:7180)    org.eclipse.swt.custom.styledtext.sendkeyevent(styledtext.java:7994)    org.eclipse.swt.custom.styledtext.dodelete(styledtext.java:2519)    org.eclipse.swt.custom.styledtext.invokeaction(styledtext.java:6991)    org.eclipse.jface.text.source.projection.projectionviewer.dooperation(projectionviewer.java:1498)    org.eclipse.ui.texteditor.textoperationaction$1.run(textoperationaction.java:128)    org.eclipse.swt.custom.busyindicator.showwhile(busyindicator.java:70)    org.eclipse.ui.texteditor.textoperationaction.run(textoperationaction.java:126)    org.eclipse.jface.action.action.runwithevent(action.java:498)    org.eclipse.ui.commands.actionhandler.execute(actionhandler.java:185)    org.eclipse.ui.internal.handlers.legacyhandlerwrapper.execute(legacyhandlerwrapper.java:109)    org.eclipse.core.commands.command.executewithchecks(command.java:476)    org.eclipse.core.commands.parameterizedcommand.executewithchecks(parameterizedcommand.java:508)    org.eclipse.ui.internal.handlers.handlerservice.executecommand(handlerservice.java:169)    org.eclipse.ui.internal.keys.workbenchkeyboard.executecommand(workbenchkeyboard.java:468)    org.eclipse.ui.internal.keys.workbenchkeyboard.press(workbenchkeyboard.java:786)    org.eclipse.ui.internal.keys.workbenchkeyboard.processkeyevent(workbenchkeyboard.java:885)    org.eclipse.ui.internal.keys.outoforderlistener.handleevent(outoforderlistener.java:76)    org.eclipse.swt.widgets.eventtable.sendevent(eventtable.java:84)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1258)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1282)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1267)    org.eclipse.swt.widgets.widget.sendkeyevent(widget.java:1294)    org.eclipse.swt.widgets.widget.gtkkeypressevent(widget.java:730)    org.eclipse.swt.widgets.control.gtkkeypressevent(control.java:3019)    org.eclipse.swt.widgets.composite.gtkkeypressevent(composite.java:734)    org.eclipse.swt.widgets.widget.windowproc(widget.java:1743)    org.eclipse.swt.widgets.control.windowproc(control.java:5016)    org.eclipse.swt.widgets.display.windowproc(display.java:4408)    org.eclipse.swt.internal.gtk.os.gtkmaindoevent(native method)    org.eclipse.swt.internal.gtk.os.gtkmaindoevent(os.java:8422)    org.eclipse.swt.widgets.display.eventproc(display.java:1245)    org.eclipse.swt.internal.gtk.os.gmaincontextiteration(native method)    org.eclipse.swt.internal.gtk.os.gmaincontext_iteration(os.java:2276)    org.eclipse.swt.widgets.display.readanddispatch(display.java:3207)    org.eclipse.ui.internal.workbench.runeventloop(workbench.java:2701)    org.eclipse.ui.internal.workbench.runui(workbench.java:2665)    org.eclipse.ui.internal.workbench.access$4(workbench.java:2499)    org.eclipse.ui.internal.workbench$7.run(workbench.java:679)    org.eclipse.core.databinding.observable.realm.runwithdefault(realm.java:332)    org.eclipse.ui.internal.workbench.createandrunworkbench(workbench.java:668)    org.eclipse.ui.platformui.createandrunworkbench(platformui.java:149)    com.aptana.rcp.ideapplication.start(ideapplication.java:125)    org.eclipse.equinox.internal.app.eclipseapphandle.run(eclipseapphandle.java:196)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.runapplication(eclipseapplauncher.java:110)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.start(eclipseapplauncher.java:79)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:344)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:179)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:39)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:25)    java.lang.reflect.method.invoke(method.java:597)    org.eclipse.equinox.launcher.main.invokeframework(main.java:622)    org.eclipse.equinox.launcher.main.basicrun(main.java:577)    org.eclipse.equinox.launcher.main.run(main.java:1410)    org.eclipse.equinox.launcher.main.main(main.java:1386)  ,5,val
